"S.No","District","","Cumulative Sample  Today's Positive","Cumulative 
Positive","Today's 
Death","Cumulative 
Death","Today's  
Recovered/Discha
rged","Cumulative 
Recovered/
Discharged","Active  case"
"1","AJMER","794172","15","49940","0","447","5","49415","78"
"2","ALWAR","1625280","6","84875","0","321","6","84489","65"
"3","BANSWARA","321643","3","14778","0","106","0","14665","7"
"4","BARAN","241114","0","15311","0","64","0","15245","2"
"5","BARMER","405415","0","21457","0","205","0","21250","2"
"6","BHARATPUR","476338","1","31452","0","272","0","31179","1"
"7","BHILWARA","509441","0","38236","0","162","3","38044","30"
"8","BIKANER","755182","19","50222","0","589","6","49532","101"
"9","BUNDI","236596","0","9715","0","55","0","9660","0"
"10","CHITTORGARH","454129","1","29423","0","140","2","29272","11"
"11","CHURU","437014","5","20927","0","115","3","20790","22"
"12","DAUSA","296288","2","15879","0","81","6","15788","10"
"13","DHOLPUR","288903","0","13966","0","49","0","13917","0"
"14","DUNGARPUR","328021","0","25499","0","134","0","25365","0"
"15","GANGANAGAR","423309","4","28175","0","158","3","28009","8"
"16","HANUMANGARH","489230","3","22529","0","114","0","22408","7"
"17","JAIPUR","3467089","50","277174","0","2113","39","274677","384"
"18","JAISALMER","242830","0","17036","0","68","0","16968","0"
"19","JALORE","447624","0","10563","0","78","2","10481","4"
"20","JHALAWAR","411217","0","17763","0","207","0","17552","4"
"21","JHUNJHUNU","493779","0","19161","0","181","0","18979","1"
"22","JODHPUR","1431477","14","141360","0","1164","13","140095","101"
"23","KARAULI","242421","0","8968","0","84","0","8884","0"
