"Total No. of Sample Taken Today","5388"
"Total No. of Positive Cases Detected Today","30"
"Total Active COVID-19 Patients","202"
"Total No. of Active Cases under Home Isolation (01-11-2022)","179"
"Total No. of Samples found Positive till date","1056186"
"Total Positive COVID-19 Patients Recovered / Discharged till date","1045249"
"No. of Deaths","10712"
"Total No. of People Vaccinated Today","164 
(1st Dose: 13 
2nd Dose: 48 
Precaution Dose: 103)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23668807 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 88% for 15yrs above population)","19817515 (88%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","1933976"
"Cumulative Coverage of Total COVID-19 Vaccination","45420298"
"COVID-19 Today (01-11-2022) Positivity Rate","0.59%"
"Recovery Rate","98.96%"
"Fatality Rate","1.01%"
