"1","2","3","4","5","6 = 3-4-5","7"
"S. No","District","Total Cases","Total Discharged","Total Deaths","Total Active 
Cases","Last Reported 
Case"
"1","Alipurduar","18,772+19","18,273+40","110","389-21","12-Feb-22"
"2","Coochbehar","33,872+14","33,389+40","105","378-26","12-Feb-22"
"3","Darjeeling","68,853+21","67,602+70","590+1","661-50","12-Feb-22"
"4","Kalimpong","8,482+5","8,286+15","57","139-10","12-Feb-22"
"5","Jalpaiguri","49,416+39","48,196+59","642+1","578-21","12-Feb-22"
"6","Uttar Dinajpur","25,063+14","24,571+24","261+1","231-11","12-Feb-22"
"7","Dakshin Dinajpur","22,948+16","22,478+29","193","277-13","12-Feb-22"
"8","Malda","44,313+20","43,641+50","197","475-30","12-Feb-22"
"9","Murshidabad","41,554+10","40,888+33","354+1","312-24","12-Feb-22"
"10","Nadia","87,370+28","85,749+72","934+1","687-45","12-Feb-22"
"11","Birbhum","57,523+35","56,619+57","346+2","558-24","12-Feb-22"
"12","Purulia","24,175+8","23,859+20","121","195-12","12-Feb-22"
"13","Bankura","43,732+12","43,037+43","286","409-31","12-Feb-22"
"14","Jhargram","15,506+6","15,337+14","30","139-8","12-Feb-22"
"15","Paschim Medinipur","62,407+19","61,468+43","529","410-24","12-Feb-22"
"16","Purba Medinipur","67,749+7","67,089+24","433+1","227-18","12-Feb-22"
"17","Purba Bardhaman","55,276+12","54,621+44","236","419-32","12-Feb-22"
"18","Paschim Bardhaman","75,494+15","74,641+45","428+2","425-32","12-Feb-22"
"19","Howrah","1,24,842+18","1,22,716+52","1,635","491-34","12-Feb-22"
"20","Hooghly","1,07,768+20","1,06,090+59","1,114+1","564-40","12-Feb-22"
"21","North 24 Parganas","4,02,321+83","3,95,121+198","5,299+2","1,901-117","12-Feb-22"
"22","South 24 Parganas","1,27,014+29","1,24,757+80","1,499+2","758-53","12-Feb-22"
"23","Kolkata","4,46,385+62","4,38,750+215","5,615+12","2,020-165","12-Feb-22"
"24","Other State","66","63","3","0","6-Jun-20"
"TOTAL","","20,10,901+512","19,77,241+1,326","21,017+27","12,643-841",""
