"Total No. of Sample Taken Today","14433"
"Total No. of Positive Cases Detected Today","353"
"Total Active COVID-19 Patients","1895"
"Total No. of Active Cases under Home Isolation (08-07-2022)","1818"
"Total No. of Samples found Positive till date","1019095"
"Total Positive COVID-19 Patients Recovered / Discharged till date","1006549"
"No. of Deaths","10628"
"Total No. of People Vaccinated Today","29572 
(1st Dose: 2218 
2nd Dose: 9211 
Precaution Dose: 18143)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23582113 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 87% for 15yrs above population)","19508562 (87%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","1094716"
"Cumulative Coverage of Total COVID-19 Vaccination","44185391"
"COVID-19 Today (08-07-2022) Positivity Rate","2.46%"
"Recovery Rate","98.77%"
"Fatality Rate","1.04%"
