"1","2","3","4","5","6 = 3-4-5","7"
"S. No","District","Total Cases","Total Discharged","Total Deaths","Total Active 
Cases","Last Reported 
Case"
"1","Alipurduar","18,939+4","18,770+5","110","59-1","2-Mar-22"
"2","Coochbehar","33,967+1","33,827+3","106","34-2","2-Mar-22"
"3","Darjeeling","69,047+5","68,372+7","599","76-2","2-Mar-22"
"4","Kalimpong","8,518","8,446+1","58","14-1","2-Mar-22"
"5","Jalpaiguri","49,612+6","48,899+6","648","65","2-Mar-22"
"6","Uttar Dinajpur","25,129+3","24,831+3","268","30","2-Mar-22"
"7","Dakshin Dinajpur","23,100+2","22,866+4","193","41-2","2-Mar-22"
"8","Malda","44,443+2","44,194+5","199","50-3","2-Mar-22"
"9","Murshidabad","41,640+1","41,247+3","356","37-2","2-Mar-22"
"10","Nadia","87,650+6","86,612+9","944","94-3","2-Mar-22"
"11","Birbhum","57,727+1","57,308+7","351","68-6","2-Mar-22"
"12","Purulia","24,230+4","24,079+2","123","28+2","2-Mar-22"
"13","Bankura","43,911+10","43,559+5","286","66+5","2-Mar-22"
"14","Jhargram","15,549+1","15,503+1","31","15","2-Mar-22"
"15","Paschim Medinipur","62,568+11","61,977+5","530","61+6","2-Mar-22"
"16","Purba Medinipur","67,850+3","67,370+4","441","39-1","2-Mar-22"
"17","Purba Bardhaman","55,440+5","55,131+6","238","71-1","2-Mar-22"
"18","Paschim Bardhaman","75,638+3","75,151+5","432","55-2","2-Mar-22"
"19","Howrah","1,25,058+10","1,23,318+9","1,640","100+1","2-Mar-22"
"20","Hooghly","1,07,961+7","1,06,767+7","1,119","75","2-Mar-22"
"21","North 24 Parganas","4,03,055+25","3,97,447+24","5,338","270+1","2-Mar-22"
"22","South 24 Parganas","1,27,316+9","1,25,686+11","1,511","119-2","2-Mar-22"
"23","Kolkata","4,47,131+20","4,41,168+26","5,654","309-6","2-Mar-22"
"24","Other State","66","63","3","0","6-Jun-20"
"TOTAL","","20,15,545+139","19,92,591+158","21,178","1,776-19",""
