"1","2","3","4","5","6 = 3-4-5","7"
"S. No","District","Total Cases","Total Discharged","Total Deaths","Total Active 
Cases","Last Reported 
Case"
"1","Alipurduar","15,461+7","15,286+5","101","74+2","3-Oct-21"
"2","Coochbehar","28,947+11","28,686+13","96","165-2","3-Oct-21"
"3","Darjeeling","56,383+25","55,474+29","531","378-4","3-Oct-21"
"4","Kalimpong","6,945+9","6,808+6","53","84+3","3-Oct-21"
"5","Jalpaiguri","41,554+10","40,756+18","565","233-8","3-Oct-21"
"6","Uttar Dinajpur","19,710+1","19,448+2","235","27-1","3-Oct-21"
"7","Dakshin Dinajpur","17,505+11","17,204+10","169","132+1","3-Oct-21"
"8","Malda","33,194+10","32,891+9","186","117+1","3-Oct-21"
"9","Murshidabad","33,840+2","33,486+2","326","28","3-Oct-21"
"10","Nadia","72,172+30","70,799+43","817+2","556-15","3-Oct-21"
"11","Birbhum","40,817+5","40,444+7","285","88-2","3-Oct-21"
"12","Purulia","19,363+3","19,223+2","113","27+1","3-Oct-21"
"13","Bankura","35,845+11","35,356+17","273","216-6","3-Oct-21"
"14","Jhargram","11,993+11","11,872+7","27","94+4","3-Oct-21"
"15","Paschim Medinipur","52,928+29","52,055+28","505+2","368-1","3-Oct-21"
"16","Purba Medinipur","62,677+17","61,967+24","394","316-7","3-Oct-21"
"17","Purba Bardhaman","41,345+14","40,898+19","195","252-5","3-Oct-21"
"18","Paschim Bardhaman","57,262+14","56,722+14","353","187","3-Oct-21"
"19","Howrah","97,069+47","95,044+38","1,514","511+9","3-Oct-21"
"20","Hooghly","84,588+47","83,063+41","971","554+6","3-Oct-21"
"21","North 24 Parganas","3,25,768+120","3,19,790+92","4,737+5","1,241+23","3-Oct-21"
"22","South 24 Parganas","99,317+32","97,459+42","1,311","547-10","3-Oct-21"
"23","Kolkata","3,17,092+135","3,10,606+104","5,077+3","1,409+28","3-Oct-21"
"24","Other State","66","63","3","0","6-Jun-20"
"TOTAL","","15,71,841+601","15,45,400+572","18,837+12","7,604+17",""
