"S.No","District","","Cumulative Sample  Today's Positive","Cumulative 
Positive","Today's 
Death","Cumulative 
Death","Today's  
Recovered/Discha
rged","Cumulative 
Recovered/
Discharged","Active  case"
"1","AJMER","782270","1","49719","0","446","1","49270","3"
"2","ALWAR","1590555","0","84453","0","320","0","84133","0"
"3","BANSWARA","313643","0","14763","0","106","1","14657","0"
"4","BARAN","231061","0","15247","0","64","0","15183","0"
"5","BARMER","401288","0","21454","0","205","0","21249","0"
"6","BHARATPUR","476175","0","31450","0","272","0","31178","0"
"7","BHILWARA","504469","0","38176","0","162","0","38014","0"
"8","BIKANER","732961","0","49901","0","586","2","49313","2"
"9","BUNDI","230393","0","9715","0","55","0","9660","0"
"10","CHITTORGARH","449695","0","29374","0","140","0","29234","0"
"11","CHURU","431643","0","20819","0","114","0","20705","0"
"12","DAUSA","287568","0","15775","0","80","0","15694","1"
"13","DHOLPUR","277961","0","13754","0","49","0","13702","3"
"14","DUNGARPUR","327156","0","25497","0","134","0","25363","0"
"15","GANGANAGAR","421276","0","28136","0","158","0","27978","0"
"16","HANUMANGARH","486960","0","22516","0","114","0","22402","0"
"17","JAIPUR","3358865","12","274559","0","2111","16","272342","106"
"18","JAISALMER","241815","0","17036","0","68","0","16968","0"
"19","JALORE","442136","0","10545","0","78","0","10467","0"
"20","JHALAWAR","384625","0","17707","0","207","0","17500","0"
"21","JHUNJHUNU","490803","0","19158","0","181","0","18977","0"
"22","JODHPUR","1410177","1","141088","0","1164","0","139919","5"
"23","KARAULI","236204","0","8968","0","84","0","8884","0"
