"1","Total Samples taken","18997311"
"2","Sample collected on the day","8451"
"3","Test conducted on the day","8236"
"4","Total No. of patients tested Positive","759132"
"5","No. of patients discharged","741262"
"6","Positive cases on the day","25"
"7","Number of active Cases","129"
"8","Total Deaths reported","17741"
"9","No. of Patients on oxygen support","4"
"10","Patients at critical care Level-3 facilities","1"
"11","Patients who are critical and on ventilator support","0"
"12","Healthcare Workers vaccinated with 1st dose on the day","0"
"13","Total Healthcare Workers vaccinated with 1st dose","218474"
"14","Frontline Workers vaccinated with 1st dose on the day","9"
"15","Total Frontline Workers vaccinated with 1st dose","1116834"
"16","Healthcare Workers vaccinated with 2nd dose on the day","25"
"17","Total Healthcare Workers vaccinated with 2nd dose","208751"
"18","Frontline Workers vaccinated with 2nd dose on the day","181"
"19","Total Frontline Workers vaccinated with 2nd dose","1007081"
"20","Above 45 Vaccinated with 1st dose on the day","2225"
"21","Total Above 45 Vaccinated with 1st dose","8256484"
"22","Above 45 Vaccinated with 2nd dose on the day","6418"
"23","Total Above 45 Vaccinated with 2nd dose","6783267"
"24","18-44 years age group Vaccinated with 1st dose on the day","3425"
"25","Total 18-44 years age group Vaccinated with 1st dose","12407237"
"26","18-44 years age group Vaccinated with 2nd dose on the day","15544"
"27","Total 18-44 years age group Vaccinated with 2nd dose","8846847"
"28","15-17 years age group Vaccinated with 1st dose on the day","5353"
"29","Total 15-17 years age group Vaccinated with 1st dose","966041"
"30","15-17 years age group Vaccinated with 2nd dose on the day","7048"
"31","Total 15-17 years age group Vaccinated with 2nd dose","474213"
"32","12-14 years age group Vaccinated with 1st dose on the day","16095"
"33","Total 12-14 years age group Vaccinated with 1st dose","283884"
"34","Precautionary dose given on the day","1336"
"35","Total Precautionary dose given","442795"
"36","Total Vaccination 1st dose on the day","5659"
"37","Total Vaccination 2nd dose on the day","22168"
"38","Total Vaccination 1st and 2nd dose on the day","27827"
