"Districts","No. of Positive 
Cases Since 
01.01.2022","No. of Positive Cases 
Treated/ Cured Since 
01.01.2022","Active Cases in the 
District","Deaths Since 
01.01.2022","Migrated Positive 
Cases Since 
01.01.2022"
"Almora","4466","4073","13","4","376"
"Bageshwar","2077","1987","4","0","86"
"Chamoli","3179","3024","46","3","106"
"Champawat","1889","1794","74","1","20"
"Dehradun","32574","31748","294","169","363"
"Haridwar","12883","12555","70","24","234"
"Nainital","11247","11147","34","29","37"
"Pauri Garhwal","5224","4120","124","17","963"
"Pithoragarh","2538","2358","42","4","134"
"Rudraprayag","2686","2544","15","2","125"
"Tehri Garhwal","2337","2006","6","5","320"
"U.S. Nagar","8766","8451","44","5","266"
"Uttarkashi","1629","1455","4","5","165"
"Total","91495","87262","770","268","3195"
