"1","Total Samples taken","16882174"
"2","Sample collected on the day","16056"
"3","Test conducted on the day","15822"
"4","Total No. of patients tested Positive","606927"
"5","No. of patients discharged","587588"
"6","Positive cases on the day","1027"
"7","Number of active Cases","2686"
"8","Total Deaths reported","16653"
"9","No. of Patients on oxygen support","54"
"10","Patients at critical care Level-3 facilities","15"
"11","Patients who are critical and on ventilator support","1"
"12","Healthcare Workers vaccinated with 1st dose on the day","6"
"13","Total Healthcare Workers vaccinated with 1st dose","217988"
"14","Frontline Workers vaccinated with 1st dose on the day","147"
"15","Total Frontline Workers vaccinated with 1st dose","1155433"
"16","Healthcare Workers vaccinated with 2nd dose on the day","17"
"17","Total Healthcare Workers vaccinated with 2nd dose","142094"
"18","Frontline Workers vaccinated with 2nd dose on the day","294"
"19","Total Frontline Workers vaccinated with 2nd dose","345537"
"20","Above 45 Vaccinated with 1st dose on the day","12898"
"21","Total Above 45 Vaccinated with 1st dose","6477992"
"22","Above 45 Vaccinated with 2nd dose on the day","23629"
"23","Total Above 45 Vaccinated with 2nd dose","3864150"
"24","18-44 years age group Vaccinated with 1st dose on the day","33986"
"25","Total 18-44 years age group Vaccinated with 1st dose","9246376"
"26","18-44 years age group Vaccinated with 2nd dose on the day","55415"
"27","Total 18-44 years age group Vaccinated with 2nd dose","5082335"
"28","15-17 years age group Vaccinated with 1st dose on the day","8677"
"29","Total 15-17 years age group Vaccinated with 1st dose","11748"
"30","Total Vaccination 1st dose on the day","55714"
"31","Total Vaccination 2nd dose on the day","79355"
"32","Total Vaccination 1st and 2nd dose on the day","135069"
