"Total No. of Sample Taken Today","5788"
"Total No. of Positive Cases Detected Today","51"
"Total Active COVID-19 Patients","214"
"Total No. of Active Cases under Home Isolation (14-10-2022)","204"
"Total No. of Samples found Positive till date","1055489"
"Total Positive COVID-19 Patients Recovered / Discharged till date","1044543"
"No. of Deaths","10709"
"Total No. of People Vaccinated Today","1615 
(1st Dose: 89 
2nd Dose: 455 
Precaution Dose: 1071)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23667459 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 88% for 15yrs above population)","19813664 (88%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","1924248"
"Cumulative Coverage of Total COVID-19 Vaccination","45405371"
"COVID-19 Today (14-10-2022) Positivity Rate","0.80%"
"Recovery Rate","98.96%"
"Fatality Rate","1.01%"
