"Total No. of Sample Taken Today","20663"
"Total No. of Positive Cases Detected Today","175"
"Total Active COVID-19 Patients","851"
"Total No. of Active Cases under Home Isolation (10-03-2022)","767"
"Total No. of Samples found Positive till date","983628"
"Total Positive COVID-19 Patients Recovered / Discharged till date","972170"
"No. of Deaths","10584"
"Total No. of People Vaccinated today","22721 
(1st Dose: 3623, 
2nd Dose: 18029 
Precaution Dose: 1069)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","22890253 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 86% for 18yrs above population)","18211659 (86%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","248225"
"Cumulative Coverage of Total COVID-19 Vaccination","41350137"
"COVID-19 Today (10-03-2022) Positivity Rate","0.87%"
"Recovery Rate","98.84%"
"Fatality Rate","1.08%"
"Tests Per Million Population","661273"
