"Total No. of Sample Taken Today","36198"
"Total No. of Positive Cases Detected Today  
(Omicron Cases Reported Today: 0)","4445"
"Total Active COVID-19 Patients","30197"
"Total No. of Active Cases under Home Isolation (29-01-2022)","28865"
"Total No. of Samples found Positive till date 
Total Omicron Cases:307 (Active – 0, Discharged - 307)","942051"
"Total Positive COVID-19 Patients Recovered / Discharged till date","901562"
"No. of Deaths","10269"
"Total No. of People Vaccinated today","70434 
(1st Dose: 23334, 
2nd Dose: 42013 
Precaution Dose:5087)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","22438371 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 81% for 18yrs above population)","16583041 (81%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","137785"
"Cumulative Coverage of Total COVID-19 Vaccination","39159197"
"COVID-19 Today (29-01-2022) Positivity Rate","12.63%"
"Recovery Rate","95.70%"
"Fatality Rate","1.09%"
"Tests Per Million Population","623116"
