"S.No","District","","Cumulative Sample  Today's Positive","Cumulative 
Positive","Today's 
Death","Cumulative 
Death","Today's  
Recovered/Discha
rged","Cumulative 
Recovered/
Discharged","Active  case"
"1","AJMER","778615","2","49708","0","446","2","49255","7"
"2","ALWAR","1575650","2","84449","0","320","1","84112","17"
"3","BANSWARA","310206","0","14762","0","106","0","14647","9"
"4","BARAN","228222","0","15245","0","64","0","15180","1"
"5","BARMER","399858","0","21454","0","205","0","21247","2"
"6","BHARATPUR","475435","1","31450","0","272","3","31173","5"
"7","BHILWARA","501756","0","38176","0","162","0","38014","0"
"8","BIKANER","726657","0","49887","0","586","0","49295","6"
"9","BUNDI","228002","0","9715","0","55","0","9660","0"
"10","CHITTORGARH","447850","2","29374","0","140","0","29222","12"
"11","CHURU","427943","0","20819","0","114","0","20696","9"
"12","DAUSA","285339","0","15773","0","80","0","15693","0"
"13","DHOLPUR","275196","0","13748","0","49","0","13699","0"
"14","DUNGARPUR","326711","0","25497","0","134","0","25363","0"
"15","GANGANAGAR","419987","0","28136","0","158","0","27978","0"
"16","HANUMANGARH","485393","1","22515","0","114","1","22390","11"
"17","JAIPUR","3328265","12","274352","0","2111","9","272119","122"
"18","JAISALMER","241208","0","17036","0","68","0","16968","0"
"19","JALORE","440264","0","10545","0","78","0","10467","0"
"20","JHALAWAR","376410","0","17706","0","207","0","17499","0"
"21","JHUNJHUNU","488862","0","19158","0","181","0","18977","0"
"22","JODHPUR","1396249","3","141052","0","1164","6","139869","19"
"23","KARAULI","235450","0","8968","0","84","0","8883","1"
