"S.No","District","","Cumulative Sample  Today's Positive","Cumulative 
Positive","Today's 
Death","Cumulative 
Death","Today's  
Recovered/Discha
rged","Cumulative 
Recovered/
Discharged","Active  case"
"1","AJMER","757818","30","49522","1","443","40","48799","280"
"2","ALWAR","1507629","6","84281","0","320","54","83673","288"
"3","BANSWARA","295275","11","14488","0","106","188","14133","249"
"4","BARAN","215765","5","15168","0","64","8","15009","95"
"5","BARMER","392832","7","21404","1","205","5","21149","50"
"6","BHARATPUR","461589","14","31341","0","272","36","30957","112"
"7","BHILWARA","486645","21","38068","0","161","68","37786","121"
"8","BIKANER","701720","10","49653","0","583","49","48903","167"
"9","BUNDI","219667","0","9713","0","55","5","9643","15"
"10","CHITTORGARH","440780","11","29302","0","140","0","29065","97"
"11","CHURU","406776","17","20648","0","114","14","20391","143"
"12","DAUSA","270743","2","15744","0","77","8","15611","56"
"13","DHOLPUR","268350","2","13716","0","49","6","13594","73"
"14","DUNGARPUR","323180","6","25463","0","134","31","25275","54"
"15","GANGANAGAR","406789","11","27980","0","158","37","27483","339"
"16","HANUMANGARH","471299","8","22340","0","114","23","22126","100"
"17","JAIPUR","3172918","202","271801","0","2108","336","267244","2449"
"18","JAISALMER","238024","11","17004","0","68","21","16818","118"
"19","JALORE","432542","0","10513","0","78","1","10423","12"
"20","JHALAWAR","356643","9","17617","0","207","24","17340","70"
"21","JHUNJHUNU","469406","23","19004","0","179","47","18569","256"
"22","JODHPUR","1354582","41","140434","0","1162","151","139123","149"
"23","KARAULI","226033","0","8888","0","84","34","8669","135"
