"S.No","District","","Cumulative Sample  Today's Positive","Cumulative 
Positive","Today's 
Death","Cumulative 
Death","Today's  
Recovered/Discha
rged","Cumulative 
Recovered/
Discharged","Active  case"
"1","AJMER","780572","0","49714","0","446","2","49265","3"
"2","ALWAR","1584043","0","84453","0","320","1","84132","1"
"3","BANSWARA","311893","0","14762","0","106","0","14656","0"
"4","BARAN","229808","0","15247","0","64","0","15181","2"
"5","BARMER","400786","0","21454","0","205","0","21249","0"
"6","BHARATPUR","476124","0","31450","0","272","0","31178","0"
"7","BHILWARA","503394","0","38176","0","162","0","38014","0"
"8","BIKANER","729848","1","49896","0","586","0","49303","7"
"9","BUNDI","229181","0","9715","0","55","0","9660","0"
"10","CHITTORGARH","448752","0","29374","0","140","0","29234","0"
"11","CHURU","430195","0","20819","0","114","0","20705","0"
"12","DAUSA","286556","0","15773","0","80","0","15693","0"
"13","DHOLPUR","276736","0","13750","0","49","0","13699","2"
"14","DUNGARPUR","327001","0","25497","0","134","0","25363","0"
"15","GANGANAGAR","420826","0","28136","0","158","0","27978","0"
"16","HANUMANGARH","486534","0","22516","0","114","0","22402","0"
"17","JAIPUR","3343931","1","274417","0","2111","9","272262","44"
"18","JAISALMER","241525","0","17036","0","68","0","16968","0"
"19","JALORE","441271","0","10545","0","78","0","10467","0"
"20","JHALAWAR","380556","0","17707","0","207","1","17500","0"
"21","JHUNJHUNU","490113","0","19158","0","181","0","18977","0"
"22","JODHPUR","1405928","1","141079","0","1164","2","139899","16"
"23","KARAULI","236012","0","8968","0","84","0","8884","0"
