"S.No","District","","Cumulative Sample  Today's Positive","Cumulative 
Positive","Today's 
Death","Cumulative 
Death","Today's  
Recovered/Discha
rged","Cumulative 
Recovered/
Discharged","Active  case"
"1","AJMER","764053","4","49651","0","444","29","49079","128"
"2","ALWAR","1527401","4","84349","0","320","25","83992","37"
"3","BANSWARA","299037","17","14678","0","106","66","14448","124"
"4","BARAN","219013","0","15222","0","64","5","15103","55"
"5","BARMER","395642","1","21442","0","205","5","21196","41"
"6","BHARATPUR","465539","1","31383","0","272","8","31077","34"
"7","BHILWARA","490717","4","38151","0","161","21","37970","20"
"8","BIKANER","709604","3","49799","0","584","30","49140","75"
"9","BUNDI","222196","0","9715","0","55","0","9657","3"
"10","CHITTORGARH","443655","1","29348","0","140","0","29180","28"
"11","CHURU","412145","2","20734","0","114","15","20550","70"
"12","DAUSA","274527","5","15764","0","78","2","15667","19"
"13","DHOLPUR","270521","0","13735","0","49","0","13668","18"
"14","DUNGARPUR","324511","0","25493","0","134","9","25354","5"
"15","GANGANAGAR","411405","0","28069","0","158","11","27835","76"
"16","HANUMANGARH","474622","1","22417","0","114","1","22228","75"
"17","JAIPUR","3216229","60","273239","1","2109","202","269669","1461"
"18","JAISALMER","239196","0","17025","0","68","11","16932","25"
"19","JALORE","435089","7","10533","0","78","5","10433","22"
"20","JHALAWAR","361401","5","17680","0","207","11","17434","39"
"21","JHUNJHUNU","473440","8","19135","1","180","43","18851","104"
"22","JODHPUR","1366898","19","140780","0","1163","13","139435","182"
"23","KARAULI","228944","5","8959","0","84","15","8835","40"
