"Total No. of Sample Taken Today","9236"
"Total No. of Positive Cases Detected Today","596"
"Total Active COVID-19 Patients","2091"
"Total No. of Active Cases under Home Isolation (15-06-2022)","2062"
"Total No. of Samples found Positive till date","1007087"
"Total Positive COVID-19 Patients Recovered / Discharged till date","994352"
"No. of Deaths","10621"
"Total No. of People Vaccinated Today","18912 
(1st Dose: 1325 
2nd Dose: 7122 
Precaution Dose: 10465)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23554375 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 86% for 15yrs above population)","19349461 (86%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","825108"
"Cumulative Coverage of Total COVID-19 Vaccination","43728944"
"COVID-19 Today (15-06-2022) Positivity Rate","5.62%"
"Recovery Rate","98.74%"
"Fatality Rate","1.05%"
