"1","2","3","4","5","6 = 3-4-5","7"
"S. No","District","Total Cases","Total Discharged","Total Deaths","Total Active 
Cases","Last Reported 
Case"
"1","Alipurduar","15,532+4","15,372+6","101","59-2","17-Oct-21"
"2","Coochbehar","29,119+11","28,878+14","97","144-3","17-Oct-21"
"3","Darjeeling","56,775+21","55,918+30","537","320-9","17-Oct-21"
"4","Kalimpong","7,002+3","6,891+5","54","57-2","17-Oct-21"
"5","Jalpaiguri","41,773+7","41,025+19","566","182-12","17-Oct-21"
"6","Uttar Dinajpur","19,763+15","19,480+3","236+1","47+11","17-Oct-21"
"7","Dakshin Dinajpur","17,694+24","17,377+14","169","148+10","17-Oct-21"
"8","Malda","33,292+2","33,017+9","186","89-7","17-Oct-21"
"9","Murshidabad","33,907+1","33,535+4","327","45-3","17-Oct-21"
"10","Nadia","72,744+34","71,446+43","842+2","456-11","17-Oct-21"
"11","Birbhum","40,950+22","40,561+8","286","103+14","17-Oct-21"
"12","Purulia","19,385+2","19,250+2","113","22","17-Oct-21"
"13","Bankura","36,049+13","35,606+16","273","170-3","17-Oct-21"
"14","Jhargram","12,083+3","11,985+7","27","71-4","17-Oct-21"
"15","Paschim Medinipur","53,230+12","52,455+26","506","269-14","17-Oct-21"
"16","Purba Medinipur","62,912+17","62,305+19","396","211-2","17-Oct-21"
"17","Purba Bardhaman","41,714+16","41,258+25","195","261-9","17-Oct-21"
"18","Paschim Bardhaman","57,448+20","56,938+14","354","156+6","17-Oct-21"
"19","Howrah","97,821+51","95,730+53","1,520+2","571-4","17-Oct-21"
"20","Hooghly","85,329+67","83,756+53","983+2","590+12","17-Oct-21"
"21","North 24 Parganas","3,27,404+103","3,21,356+117","4,784+3","1,264-17","17-Oct-21"
"22","South 24 Parganas","99,972+48","98,136+47","1,325","511+1","17-Oct-21"
"23","Kolkata","3,19,256+194","3,12,477+149","5,109+2","1,670+43","17-Oct-21"
"24","Other State","66","63","3","0","6-Jun-20"
"TOTAL","","15,81,220+690","15,54,815+683","18,989+12","7,416-5",""
