"1","2","3","4","5","6 = 3-4-5","7"
"S. No","District","Total Cases","Total Discharged","Total Deaths","Total Active 
Cases","Last Reported 
Case"
"1","Alipurduar","15,410+5","15,236+7","101","73-2","25-Sep-21"
"2","Coochbehar","28,836+13","28,565+17","96","175-4","25-Sep-21"
"3","Darjeeling","56,154+36","55,179+43","528","447-7","25-Sep-21"
"4","Kalimpong","6,887+6","6,760+7","53","74-1","25-Sep-21"
"5","Jalpaiguri","41,413+20","40,582+25","564","267-5","25-Sep-21"
"6","Uttar Dinajpur","19,696+4","19,425+3","235","36+1","25-Sep-21"
"7","Dakshin Dinajpur","17,404+18","17,112+10","169","123+8","25-Sep-21"
"8","Malda","33,109+16","32,807+10","186","116+6","25-Sep-21"
"9","Murshidabad","33,818+3","33,467+2","325","26+1","25-Sep-21"
"10","Nadia","71,765+61","70,402+51","806+2","557+8","25-Sep-21"
"11","Birbhum","40,755+10","40,376+8","285","94+2","25-Sep-21"
"12","Purulia","19,345+3","19,204+2","113","28+1","25-Sep-21"
"13","Bankura","35,706+16","35,194+24","269+1","243-9","25-Sep-21"
"14","Jhargram","11,935+11","11,805+9","27","103+2","25-Sep-21"
"15","Paschim Medinipur","52,666+29","51,788+35","503","375-6","25-Sep-21"
"16","Purba Medinipur","62,486+28","61,724+35","389+1","373-8","25-Sep-21"
"17","Purba Bardhaman","41,161+30","40,718+23","193","250+7","25-Sep-21"
"18","Paschim Bardhaman","57,133+12","56,585+19","353+1","195-8","25-Sep-21"
"19","Howrah","96,701+49","94,701+46","1,509","491+3","25-Sep-21"
"20","Hooghly","84,182+63","82,693+48","965+1","524+14","25-Sep-21"
"21","North 24 Parganas","3,24,849+118","3,18,890+127","4,707+2","1,252-11","25-Sep-21"
"22","South 24 Parganas","98,900+58","97,061+49","1,303","536+9","25-Sep-21"
"23","Kolkata","3,16,016+139","3,09,637+130","5,054+1","1,325+8","25-Sep-21"
"24","Other State","66","63","3","0","6-Jun-20"
"TOTAL","","15,66,393+748","15,39,974+730","18,736+9","7,683+9",""
