"S.No","District","","Cumulative Sample  Today's Positive","Cumulative 
Positive","Today's 
Death","Cumulative 
Death","Today's  
Recovered/Discha
rged","Cumulative 
Recovered/
Discharged","Active  case"
"1","AJMER","787100","3","49758","0","447","2","49296","15"
"2","ALWAR","1607770","8","84605","0","320","9","84229","56"
"3","BANSWARA","317537","0","14765","0","106","0","14659","0"
"4","BARAN","235248","0","15270","0","64","0","15187","19"
"5","BARMER","403268","0","21454","0","205","0","21249","0"
"6","BHARATPUR","476258","0","31451","0","272","0","31179","0"
"7","BHILWARA","506746","1","38182","0","162","0","38019","1"
"8","BIKANER","741483","3","49930","0","586","2","49329","15"
"9","BUNDI","233690","0","9715","0","55","0","9660","0"
"10","CHITTORGARH","451782","0","29383","0","140","0","29237","6"
"11","CHURU","434054","0","20833","0","114","1","20714","5"
"12","DAUSA","291339","2","15810","0","80","0","15712","18"
"13","DHOLPUR","284259","2","13943","0","49","0","13875","19"
"14","DUNGARPUR","327694","0","25498","0","134","0","25363","1"
"15","GANGANAGAR","422420","0","28145","0","158","1","27984","3"
"16","HANUMANGARH","488240","0","22518","0","114","0","22404","0"
"17","JAIPUR","3410560","47","275739","0","2112","49","273366","261"
"18","JAISALMER","242381","0","17036","0","68","0","16968","0"
"19","JALORE","444834","0","10546","0","78","0","10468","0"
"20","JHALAWAR","393840","3","17721","0","207","0","17506","8"
"21","JHUNJHUNU","492268","0","19158","0","181","0","18977","0"
"22","JODHPUR","1420018","4","141113","0","1164","0","139941","8"
"23","KARAULI","237964","0","8968","0","84","0","8884","0"
