,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeOtherNumberForDistrict,cumulativeOtherNumberForState
1,2022-08-17,PB,Ludhiana,,,,113086,3011,109890,,2022-08-30T11:59:27.424605+05:30,,,"India reports 20,557 cases of COVID-19 infection, 2,603 more deaths as Punjab adds 2,563 old deaths to its tally, Published on : 20 Jul, 2022, 1:33 pm, Business Standard, NetIndian News Network",780154,20437,757896,20395323,0,0
2,2022-08-17,PB,S.A.S. Nagar,,,,100239,1166,98647,,2022-08-30T11:59:27.424605+05:30,,,"India reports 20,557 cases of COVID-19 infection, 2,603 more deaths as Punjab adds 2,563 old deaths to its tally, Published on : 20 Jul, 2022, 1:33 pm, Business Standard, NetIndian News Network",780154,20437,757896,20395323,0,0
3,2022-08-17,PB,Jalandhar,,,,80573,1958,78364,,2022-08-30T11:59:27.424605+05:30,,,"India reports 20,557 cases of COVID-19 infection, 2,603 more deaths as Punjab adds 2,563 old deaths to its tally, Published on : 20 Jul, 2022, 1:33 pm, Business Standard, NetIndian News Network",780154,20437,757896,20395323,0,0
4,2022-08-17,PB,Patiala,,,,63888,1719,62023,,2022-08-30T11:59:27.424605+05:30,,,"India reports 20,557 cases of COVID-19 infection, 2,603 more deaths as Punjab adds 2,563 old deaths to its tally, Published on : 20 Jul, 2022, 1:33 pm, Business Standard, NetIndian News Network",780154,20437,757896,20395323,0,0
5,2022-08-17,PB,Amritsar,,,,60614,1844,58646,,2022-08-30T11:59:27.424605+05:30,,,"India reports 20,557 cases of COVID-19 infection, 2,603 more deaths as Punjab adds 2,563 old deaths to its tally, Published on : 20 Jul, 2022, 1:33 pm, Business Standard, NetIndian News Network",780154,20437,757896,20395323,0,0
6,2022-08-17,PB,Bathinda,,,,52070,1425,50503,,2022-08-30T11:59:27.424605+05:30,,,"India reports 20,557 cases of COVID-19 infection, 2,603 more deaths as Punjab adds 2,563 old deaths to its tally, Published on : 20 Jul, 2022, 1:33 pm, Business Standard, NetIndian News Network",780154,20437,757896,20395323,0,0
7,2022-08-17,PB,Hoshiarpur,,,,42096,1411,40590,,2022-08-30T11:59:27.424605+05:30,,,"India reports 20,557 cases of COVID-19 infection, 2,603 more deaths as Punjab adds 2,563 old deaths to its tally, Published on : 20 Jul, 2022, 1:33 pm, Business Standard, NetIndian News Network",780154,20437,757896,20395323,0,0
8,2022-08-17,PB,Gurdaspur,,,,27214,867,26321,,2022-08-30T11:59:27.424605+05:30,,,"India reports 20,557 cases of COVID-19 infection, 2,603 more deaths as Punjab adds 2,563 old deaths to its tally, Published on : 20 Jul, 2022, 1:33 pm, Business Standard, NetIndian News Network",780154,20437,757896,20395323,0,0
9,2022-08-17,PB,Pathankot,,,,24942,521,24387,,2022-08-30T11:59:27.424605+05:30,,,"India reports 20,557 cases of COVID-19 infection, 2,603 more deaths as Punjab adds 2,563 old deaths to its tally, Published on : 20 Jul, 2022, 1:33 pm, Business Standard, NetIndian News Network",780154,20437,757896,20395323,0,0
10,2022-08-17,PB,Fazilka,,,,23738,621,23106,,2022-08-30T11:59:27.424605+05:30,,,"India reports 20,557 cases of COVID-19 infection, 2,603 more deaths as Punjab adds 2,563 old deaths to its tally, Published on : 20 Jul, 2022, 1:33 pm, Business Standard, NetIndian News Network",780154,20437,757896,20395323,0,0
11,2022-08-17,PB,Sri Muktsar Sahib,,,,22746,540,22177,,2022-08-30T11:59:27.424605+05:30,,,"India reports 20,557 cases of COVID-19 infection, 2,603 more deaths as Punjab adds 2,563 old deaths to its tally, Published on : 20 Jul, 2022, 1:33 pm, Business Standard, NetIndian News Network",780154,20437,757896,20395323,0,0
12,2022-08-17,PB,Kapurthala,,,,22470,595,21824,,2022-08-30T11:59:27.424605+05:30,,,"India reports 20,557 cases of COVID-19 infection, 2,603 more deaths as Punjab adds 2,563 old deaths to its tally, Published on : 20 Jul, 2022, 1:33 pm, Business Standard, NetIndian News Network",780154,20437,757896,20395323,0,0
13,2022-08-17,PB,Rupnagar,,,,18799,459,18238,,2022-08-30T11:59:27.424605+05:30,,,"India reports 20,557 cases of COVID-19 infection, 2,603 more deaths as Punjab adds 2,563 old deaths to its tally, Published on : 20 Jul, 2022, 1:33 pm, Business Standard, NetIndian News Network",780154,20437,757896,20395323,0,0
14,2022-08-17,PB,Ferozepur,,,,18272,540,17698,,2022-08-30T11:59:27.424605+05:30,,,"India reports 20,557 cases of COVID-19 infection, 2,603 more deaths as Punjab adds 2,563 old deaths to its tally, Published on : 20 Jul, 2022, 1:33 pm, Business Standard, NetIndian News Network",780154,20437,757896,20395323,0,0
15,2022-08-17,PB,Mansa,,,,17394,393,16998,,2022-08-30T11:59:27.424605+05:30,,,"India reports 20,557 cases of COVID-19 infection, 2,603 more deaths as Punjab adds 2,563 old deaths to its tally, Published on : 20 Jul, 2022, 1:33 pm, Business Standard, NetIndian News Network",780154,20437,757896,20395323,0,0
16,2022-08-17,PB,Faridkot,,,,17159,413,16728,,2022-08-30T11:59:27.424605+05:30,,,"India reports 20,557 cases of COVID-19 infection, 2,603 more deaths as Punjab adds 2,563 old deaths to its tally, Published on : 20 Jul, 2022, 1:33 pm, Business Standard, NetIndian News Network",780154,20437,757896,20395323,0,0
17,2022-08-17,PB,Sangrur,,,,14685,865,13813,,2022-08-30T11:59:27.424605+05:30,,,"India reports 20,557 cases of COVID-19 infection, 2,603 more deaths as Punjab adds 2,563 old deaths to its tally, Published on : 20 Jul, 2022, 1:33 pm, Business Standard, NetIndian News Network",780154,20437,757896,20395323,0,0
18,2022-08-17,PB,Shahid Bhagat Singh Nagar,,,,13763,409,13324,,2022-08-30T11:59:27.424605+05:30,,,"India reports 20,557 cases of COVID-19 infection, 2,603 more deaths as Punjab adds 2,563 old deaths to its tally, Published on : 20 Jul, 2022, 1:33 pm, Business Standard, NetIndian News Network",780154,20437,757896,20395323,0,0
19,2022-08-17,PB,Fatehgarh Sahib,,,,12500,437,12019,,2022-08-30T11:59:27.424605+05:30,,,"India reports 20,557 cases of COVID-19 infection, 2,603 more deaths as Punjab adds 2,563 old deaths to its tally, Published on : 20 Jul, 2022, 1:33 pm, Business Standard, NetIndian News Network",780154,20437,757896,20395323,0,0
20,2022-08-17,PB,Moga,,,,11178,269,10881,,2022-08-30T11:59:27.424605+05:30,,,"India reports 20,557 cases of COVID-19 infection, 2,603 more deaths as Punjab adds 2,563 old deaths to its tally, Published on : 20 Jul, 2022, 1:33 pm, Business Standard, NetIndian News Network",780154,20437,757896,20395323,0,0
21,2022-08-17,PB,Tarn Taran,,,,11010,399,10591,,2022-08-30T11:59:27.424605+05:30,,,"India reports 20,557 cases of COVID-19 infection, 2,603 more deaths as Punjab adds 2,563 old deaths to its tally, Published on : 20 Jul, 2022, 1:33 pm, Business Standard, NetIndian News Network",780154,20437,757896,20395323,0,0
22,2022-08-17,PB,Barnala,,,,7664,361,7290,,2022-08-30T11:59:27.424605+05:30,,,"India reports 20,557 cases of COVID-19 infection, 2,603 more deaths as Punjab adds 2,563 old deaths to its tally, Published on : 20 Jul, 2022, 1:33 pm, Business Standard, NetIndian News Network",780154,20437,757896,20395323,0,0
23,2022-08-17,PB,Malerkotla,,,,4054,214,3838,,2022-08-30T11:59:27.424605+05:30,,,"India reports 20,557 cases of COVID-19 infection, 2,603 more deaths as Punjab adds 2,563 old deaths to its tally, Published on : 20 Jul, 2022, 1:33 pm, Business Standard, NetIndian News Network",780154,20437,757896,20395323,0,0
