"Total No. of Sample Taken Today","10363"
"Total No. of Positive Cases Detected Today","486"
"Total Active COVID-19 Patients","2962"
"Total No. of Active Cases under Home Isolation (19-06-2022)","2912"
"Total No. of Samples found Positive till date","1009599"
"Total Positive COVID-19 Patients Recovered / Discharged till date","995993"
"No. of Deaths","10621"
"Total No. of People Vaccinated Today","5077 
(1st Dose: 304 
2nd Dose: 1425 
Precaution Dose: 3348)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23559358 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 87% for 15yrs above population)","19380921 (87%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","870487"
"Cumulative Coverage of Total COVID-19 Vaccination","43810766"
"COVID-19 Today (19-06-2022) Positivity Rate","3.78%"
"Recovery Rate","98.65%"
"Fatality Rate","1.05%"
