"1","Total Samples taken","18692492"
"2","Sample collected on the day","19023"
"3","Test conducted on the day","18812"
"4","Total No. of patients tested Positive","758602"
"5","No. of patients discharged","740574"
"6","Positive cases on the day","43"
"7","Number of active Cases","305"
"8","Total Deaths reported","17723"
"9","No. of Patients on oxygen support","26"
"10","Patients at critical care Level-3 facilities","3"
"11","Patients who are critical and on ventilator support","2"
"12","Healthcare Workers vaccinated with 1st dose on the day","2"
"13","Total Healthcare Workers vaccinated with 1st dose","218410"
"14","Frontline Workers vaccinated with 1st dose on the day","11"
"15","Total Frontline Workers vaccinated with 1st dose","1116681"
"16","Healthcare Workers vaccinated with 2nd dose on the day","104"
"17","Total Healthcare Workers vaccinated with 2nd dose","207304"
"18","Frontline Workers vaccinated with 2nd dose on the day","358"
"19","Total Frontline Workers vaccinated with 2nd dose","998561"
"20","Above 45 Vaccinated with 1st dose on the day","2021"
"21","Total Above 45 Vaccinated with 1st dose","8230231"
"22","Above 45 Vaccinated with 2nd dose on the day","8854"
"23","Total Above 45 Vaccinated with 2nd dose","6635352"
"24","18-44 years age group Vaccinated with 1st dose on the day","6000"
"25","Total 18-44 years age group Vaccinated with 1st dose","12334812"
"26","18-44 years age group Vaccinated with 2nd dose on the day","20606"
"27","Total 18-44 years age group Vaccinated with 2nd dose","8522916"
"28","15-17 years age group Vaccinated with 1st dose on the day","5516"
"29","Total 15-17 years age group Vaccinated with 1st dose","849804"
"30","15-17 years age group Vaccinated with 2nd dose on the day","13900"
"31","Total 15-17 years age group Vaccinated with 2nddose","292968"
"32","Precautionary dose given on the day","1223"
"33","Total Precautionary dose given","411251"
"34","Total Vaccination 1st dose on the day","8034"
"35","Total Vaccination 2nd dose on the day","29922"
"36","Total Vaccination 1st and 2nd dose on the day","37956"
