"1","2","3","4","5","6 = 3-4-5","7"
"S. No","District","Total Cases","Total Discharged","Total Deaths","Total Active 
Cases","Last Reported 
Case"
"1","Alipurduar","15,721+5","15,570+4","102","49+1","30-Nov-21"
"2","Coochbehar","29,646+10","29,422+11","97","127-1","30-Nov-21"
"3","Darjeeling","57,941+8","57,142+23","548+1","251-16","30-Nov-21"
"4","Kalimpong","7,130+4","7,049+2","54","27+2","30-Nov-21"
"5","Jalpaiguri","42,425+15","41,673+14","589","163+1","30-Nov-21"
"6","Uttar Dinajpur","20,063+2","19,770+5","240","53-3","30-Nov-21"
"7","Dakshin Dinajpur","18,501+12","18,153+15","175","173-3","30-Nov-21"
"8","Malda","33,712+6","33,425+9","188","99-3","30-Nov-21"
"9","Murshidabad","34,149+5","33,766+5","330","53","30-Nov-21"
"10","Nadia","74,291+34","73,119+24","887+2","285+8","30-Nov-21"
"11","Birbhum","41,654+36","41,191+13","289","174+23","30-Nov-21"
"12","Purulia","19,473+1","19,342+1","114","17","30-Nov-21"
"13","Bankura","36,812+7","36,404+12","276","132-5","30-Nov-21"
"14","Jhargram","12,294+3","12,219+4","27","48-1","30-Nov-21"
"15","Paschim Medinipur","54,085+10","53,424+13","510","151-3","30-Nov-21"
"16","Purba Medinipur","63,400+14","62,895+9","401","104+5","30-Nov-21"
"17","Purba Bardhaman","42,572+10","42,200+15","206","166-5","30-Nov-21"
"18","Paschim Bardhaman","58,448+33","57,846+20","360","242+13","30-Nov-21"
"19","Howrah","1,00,601+43","98,482+52","1,535","584-9","30-Nov-21"
"20","Hooghly","88,203+60","86,568+54","1,014","621+6","30-Nov-21"
"21","North 24 Parganas","3,33,523+131","3,27,189+122","4,932+4","1,402+5","30-Nov-21"
"22","South 24 Parganas","1,02,940+47","1,00,928+57","1,376+1","636-11","30-Nov-21"
"23","Kolkata","3,29,101+172","3,21,701+191","5,245+4","2,155-23","30-Nov-21"
"24","Other State","66","63","3","0","6-Jun-20"
"TOTAL","","16,16,751+668","15,89,541+675","19,498+12","7,712-19",""
