"S.No","District","","Cumulative Sample  Today's Positive","Cumulative 
Positive","Today's 
Death","Cumulative 
Death","Today's  
Recovered/Discha
rged","Cumulative 
Recovered/
Discharged","Active  case"
"1","AJMER","793388","16","49924","0","447","8","49403","74"
"2","ALWAR","1624051","1","84847","0","321","2","84474","52"
"3","BANSWARA","321423","1","14775","0","106","0","14665","4"
"4","BARAN","240832","0","15311","0","64","0","15245","2"
"5","BARMER","405126","0","21457","0","205","0","21250","2"
"6","BHARATPUR","476333","0","31451","0","272","0","31179","0"
"7","BHILWARA","509270","0","38235","0","162","0","38040","33"
"8","BIKANER","754169","6","50189","0","588","7","49501","100"
"9","BUNDI","236524","0","9715","0","55","0","9660","0"
"10","CHITTORGARH","453918","0","29420","0","140","0","29268","12"
"11","CHURU","436761","0","20919","0","115","3","20787","17"
"12","DAUSA","296018","1","15875","0","81","0","15778","16"
"13","DHOLPUR","288682","0","13966","0","49","0","13917","0"
"14","DUNGARPUR","328002","0","25499","0","134","0","25365","0"
"15","GANGANAGAR","423268","1","28171","0","158","0","28001","12"
"16","HANUMANGARH","489204","1","22526","0","114","0","22408","4"
"17","JAIPUR","3464130","41","277068","0","2113","33","274619","336"
"18","JAISALMER","242771","0","17036","0","68","0","16968","0"
"19","JALORE","447161","0","10560","0","78","5","10479","3"
"20","JHALAWAR","410210","0","17762","0","207","0","17552","3"
"21","JHUNJHUNU","493666","0","19161","0","181","0","18979","1"
"22","JODHPUR","1430680","12","141330","0","1164","9","140061","105"
"23","KARAULI","242224","0","8968","0","84","0","8884","0"
