"1","Total Samples taken","17096375"
"2","Sample collected on the day","38249"
"3","Test conducted on the day","34529"
"4","Total No. of patients tested Positive","636243"
"5","No. of patients discharged","592760"
"6","Positive cases on the day","6481"
"7","Number of active Cases","26781"
"8","Total Deaths reported","16702"
"9","No. of Patients on oxygen support","290"
"10","Patients at critical care Level-3 facilities","80"
"11","Patients who are critical and on ventilator support","12"
"12","Healthcare Workers vaccinated with 1st dose on the day","564"
"13","Total Healthcare Workers vaccinated with 1st dose","218119"
"14","Frontline Workers vaccinated with 1st dose on the day","292"
"15","Total Frontline Workers vaccinated with 1st dose","1114784"
"16","Healthcare Workers vaccinated with 2nd dose on the day","513"
"17","Total Healthcare Workers vaccinated with 2nd dose","183610"
"18","Frontline Workers vaccinated with 2nd dose on the day","411"
"19","Total Frontline Workers vaccinated with 2nd dose","874791"
"20","Above 45 Vaccinated with 1st dose on the day","17649"
"21","Total Above 45 Vaccinated with 1st dose","6959252"
"22","Above 45 Vaccinated with 2nd dose on the day","39499"
"23","Total Above 45 Vaccinated with 2nd dose","4488763"
"24","18-44 years age group Vaccinated with 1st dose on the day","45856"
"25","Total 18-44 years age group Vaccinated with 1st dose","9413759"
"26","18-44 years age group Vaccinated with 2nd dose on the day","84292"
"27","Total 18-44 years age group Vaccinated with 2nd dose","4804033"
"28","15-17 years age group Vaccinated with 1st dose on the day","13526"
"29","Total 15-17 years age group Vaccinated with 1st dose","77668"
"30","Precautionary dose given on the day","5645"
"31","Total Precautionary dose given","17427"
"32","Total Vaccination 1st dose on the day","77887"
"33","Total Vaccination 2nd dose on the day","124715"
"34","Total Vaccination 1st , 2nd and Precautionary dose on the day","208247"
