"","","","","","","","","","",""
"","","","","","","","","","",""
"","Districtwise Abstract of COVID-19","","","","","","","","",""
"","Sl. 
No","District Name","Today’s 
Positives","Total 
Positives","Today’s 
Discharges","Total 
Discharges","Total 
Active 
Cases","Today’s 
Reported 
Covid 
Deaths","Total 
Covid 
Deaths","Death 
due to 
 Non-
Covid 
reasons 
#"
"","1","Bagalakote","8","40841","1","40393","80","0","368","0"
"","2","Ballari","28","115927","4","113986","173","1","1766","2"
"","3","Belagavi","34","100542","14","99387","148","0","1005","2"
"","4","Bengaluru Rural","60","79652","11","78605","140","0","907","0"
"","5","Bengaluru urban","1342","1834914","1063","1809637","8302","0","16974","1"
"","6","Bidar","11","29935","10","29462","49","0","420","4"
"","7","Chamarajanagara","14","43710","0","43123","52","0","524","11"
"","8","Chikkaballapura","2","55722","3","55200","60","0","461","1"
"","9","Chikkamagaluru","15","57356","6","56927","22","0","407","0"
"","10","Chitradurga","3","46420","0","46169","12","0","239","0"
"","11","Dakshina 
Kannada","13","136230","8","134288","88","0","1844","10"
"","12","Davanagere","8","57620","4","56970","26","0","624","0"
"","13","Dharwada","40","84755","7","83161","200","0","1387","7"
"","14","Gadag","5","30611","1","30266","8","0","337","0"
"","15","Hassana","40","144150","0","142708","133","0","1307","2"
"","16","Haveri","5","26896","0","26209","18","0","669","0"
"","17","Kalaburagi","30","76884","19","75859","142","0","883","0"
"","18","Kodagu","32","49425","0","48946","126","0","352","1"
"","19","Kolara","21","63317","22","62584","68","0","665","0"
"","20","Koppala","5","41329","0","40771","19","0","539","0"
"","21  Mandya","","19","101669","1","100878","80","0","711","0"
"","22  Mysuru","","58","230425","30","227635","230","0","2560","0"
"","23","Raichuru","13","45530","3","45125","39","0","366","0"
"","24","Ramanagara","3","29869","1","29510","12","0","347","0"
"","25","Shivamogga","12","83499","4","82308","61","0","1129","1"
"","26","Tumakuru","29","160124","17","158795","111","0","1218","0"
"","27","Udupi","15","95871","2","95287","37","0","547","0"
"","28","Uttara Kannada","17","71367","8","70516","41","0","810","0"
"","29","Vijayapura","3","41070","3","40520","29","0","521","0"
"","30","Yadagiri","1","29975","0","29760","3","0","212","0"
"","31","Others*","0","36","0","33","0","0","3","0"
"","Total","","1886","4005671","1242","3955018","10509","1","40102","42"
"*
   
Others include Cases of other States and International Quarantined Passengers. 
#Cumulative total of Non COVID deaths reported till today.  
 
Date: 30-07-2022 
Page 5 of 9","","","","","","","","","",""
