"Total No. of Sample Taken Today","38542"
"Total No. of Positive Cases Detected Today","79"
"Total Positive Cases under Home Isolation (23-12-2021)","241"
"Total No. of Samples Sent till date","14390722"
"Total No. of Samples found Positive till date","772451 
(M: 471932 
F: 300502 
Transgender: 17)"
"Total Positive COVID-19 Patients Recovered / Discharged till date","762023"
"Total Active COVID-19 Patients","343"
"No. of Deaths","10062"
"Total No. of People Vaccinated today","296375 
(1st Dose: 79447, 
2nd Dose: 216928)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose","19372737 (94%)"
"Cumulative Coverage of COVID-19 Vaccination – 2nd Dose","12944157 (63%)"
"Cumulative Coverage of Total COVID-19 Vaccination","32316894"
"COVID-19 Today (24-12-2021) Positivity Rate","0.22%"
"COVID-19 Cumulative Positivity Rate","5.38%"
"Recovery Rate","98.65%"
"Fatality Rate","1.30%"
"Tests Per Million Population","567681"
