"Total No. of Sample Taken Today","22259"
"Total No. of Positive Cases Detected Today","22"
"Total Positive Cases under Home Isolation (18-11-2021)","96"
"Total No. of Samples Sent till date","13382386"
"Total No. of Samples found Positive till date","771517 
(M: 471431 
F: 300069 
Transgender: 17)"
"Total Positive COVID-19 Patients Recovered / Discharged till date","761330"
"Total Active COVID-19 Patients","112"
"No. of Deaths","10052"
"Total No. of People Vaccinated today","74315 
(1st Dose: 29940, 
2nd Dose: 44375"
"Cumulative Coverage of COVID-19 Vaccination - 1sr Dose","18196778 (88%)"
"Cumulative Coverage of COVID-19 Vaccination – 2nd Dose","9195452 (45%)"
"Cumulative Coverage of Total COVID-19 Vaccination","27392230"
"COVID-19 Today (19-11-2021) Positivity Rate","0.10%"
"COVID-19 Cumulative Positivity Rate","5.77%"
"Recovery Rate","98.68%"
"Fatality Rate","1.30%"
"Tests Per Million Population","527905"
