"Total No. of Sample Taken Today","35324"
"Total No. of Positive Cases Detected Today","31"
"Total Positive Cases under Home Isolation (14-12-2021)","175"
"Total No. of Samples Sent till date","14085784"
"Total No. of Samples found Positive till date","772086 
(M: 471743 
F: 300326 
Transgender: 17)"
"Total Positive COVID-19 Patients Recovered / Discharged till date","761799"
"Total Active COVID-19 Patients","204"
"No. of Deaths","10060"
"Total No. of People Vaccinated today","137792 
(1st Dose: 24752, 
2nd Dose: 113040"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose","19014506 (92%)"
"Cumulative Coverage of COVID-19 Vaccination – 2nd Dose","11661317 (57%)"
"Cumulative Coverage of Total COVID-19 Vaccination","30675823"
"COVID-19 Today (15-12-2021) Positivity Rate","0.10%"
"COVID-19 Cumulative Positivity Rate","5.49%"
"Recovery Rate","98.67%"
"Fatality Rate","1.30%"
"Tests Per Million Population","555652"
