"1","Total Samples taken","15429415"
"2","Sample collected on the day","34152"
"3","Test conducted on the day","33854"
"4","Total No. of patients tested Positive","602401"
"5","No. of patients discharged","585591"
"6","Number of active Cases","251"
"7","Total Deaths reported","16559"
"8","No. of Patients on oxygen support","17"
"9","Patients at critical care Level-3 facilities","5"
"10","Patients who are critical and on ventilator support","0"
"11","Healthcare Workers vaccinated with 1st dose on the day","0"
"12","Total Healthcare Workers vaccinated with 1st dose","216394"
"13","Frontline Workers vaccinated with 1st dose on the day","92"
"14","Total Frontline Workers vaccinated with 1st dose","1152394"
"15","Healthcare Workers vaccinated with 2nd dose on the day","3"
"16","Total Healthcare Workers vaccinated with 2nd dose","136536"
"17","Frontline Workers vaccinated with 2nd dose on the day","28"
"18","Total Frontline Workers vaccinated with 2nd dose","330696"
"19","COVID-19 Vaccinated with 1st dose on the day
(Healthcare + Frontline Workers)","92"
"20","COVID-19 Vaccinated with 2nd dose on the day
(Healthcare + Frontline Workers)","31"
"21","Total COVID-19 Vaccinated with 1st dose
(Healthcare + Frontline Workers)","1368788"
"22","Total COVID-19 Vaccinated with 2nd dose
(Healthcare + Frontline Workers)","467232"
"23","Above 45 Vaccinated with 1st dose on the day","547"
"24","Total Above 45 Vaccinated with 1st dose","6141501"
"25","Above 45 Vaccinated with 2nd dose on the day","967"
"26","Total Above 45 Vaccinated with 2nd dose","2959729"
"27","18-44 years age group Vaccinated with 1st dose on the day","1708"
"28","Total 18-44 years age group Vaccinated with 1st dose","8304877"
"29","18-44 years age group Vaccinated with 2nd dose on the day","2531"
"30","Total 18-44 years age group Vaccinated with 2nd dose","2878539"
"31","Total Vaccination 1st dose on the day","2347"
"32","Total Vaccination 2nd dose on the day","3529"
"33","Total Vaccination 1st and 2nd dose on the day","5876"
