"Total No. of Sample Taken Today","9107"
"Total No. of Positive Cases Detected Today","269"
"Total Active COVID-19 Patients","1734"
"Total No. of Active Cases under Home Isolation (11-07-2022)","1654"
"Total No. of Samples found Positive till date","1020001"
"Total Positive COVID-19 Patients Recovered / Discharged till date","1007614"
"No. of Deaths","10630"
"Total No. of People Vaccinated Today","29350 
(1st Dose: 2521 
2nd Dose: 8676 
Precaution Dose: 18153)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23586182 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 87% for 15yrs above population)","19524684 (87%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","1134793"
"Cumulative Coverage of Total COVID-19 Vaccination","44245659"
"COVID-19 Today (11-07-2022) Positivity Rate","2.27%"
"Recovery Rate","98.79%"
"Fatality Rate","1.04%"
