"Total No. of Sample Taken Today","6403"
"Total No. of Positive Cases Detected Today","34"
"Total Active COVID-19 Patients","196"
"Total No. of Active Cases under Home Isolation (12-10-2022)","185"
"Total No. of Samples found Positive till date","1055386"
"Total Positive COVID-19 Patients Recovered / Discharged till date","1044459"
"No. of Deaths","10708"
"Total No. of People Vaccinated Today","1303 
(1st Dose: 103 
2nd Dose: 331 
Precaution Dose: 869)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23667329 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 88% for 15yrs above population)","19813074 (88%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","1922518"
"Cumulative Coverage of Total COVID-19 Vaccination","45402921"
"COVID-19 Today (12-10-2022) Positivity Rate","0.50%"
"Recovery Rate","98.96%"
"Fatality Rate","1.01%"
