"Total No. of Sample Taken Today","19748"
"Total No. of Positive Cases Detected Today","17"
"Total Positive Cases under Home Isolation (24-11-2021)","118"
"Total No. of Samples Sent till date","13491581"
"Total No. of Samples found Positive till date","771622 
(M: 471485 
F: 300120 
Transgender: 17)"
"Total Positive COVID-19 Patients Recovered / Discharged till date","761412"
"Total Active COVID-19 Patients","133"
"No. of Deaths","10054"
"Total No. of People Vaccinated today","151311 
(1st Dose: 44644, 
2nd Dose: 106667"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose","18421216 (90%)"
"Cumulative Coverage of COVID-19 Vaccination – 2nd Dose","9701709 (47%)"
"Cumulative Coverage of Total COVID-19 Vaccination","28122925"
"COVID-19 Today (25-11-2021) Positivity Rate","0.08%"
"COVID-19 Cumulative Positivity Rate","5.73%"
"Recovery Rate","98.68%"
"Fatality Rate","1.30%"
"Tests Per Million Population","532212"
