"1","2","3","4","5","6 = 3-4-5","7"
"S. No","District","Total Cases","Total Discharged","Total Deaths","Total Active 
Cases","Last Reported 
Case"
"1","Alipurduar","15,326+7","15,127+9","100","99-2","14-Sep-21"
"2","Coochbehar","28,682+13","28,372+20","96","214-7","14-Sep-21"
"3","Darjeeling","55,747+40","54,698+49","521","528-9","14-Sep-21"
"4","Kalimpong","6,825+3","6,673+10","52","100-7","14-Sep-21"
"5","Jalpaiguri","41,162+22","40,303+28","561+1","298-7","14-Sep-21"
"6","Uttar Dinajpur","19,668+4","19,385+4","235","48","14-Sep-21"
"7","Dakshin Dinajpur","17,279+10","16,996+10","169","114","14-Sep-21"
"8","Malda","33,003+25","32,687+10","186","130+15","14-Sep-21"
"9","Murshidabad","33,778+4","33,423+7","325","30-3","14-Sep-21"
"10","Nadia","71,191+41","69,879+49","789+6","523-14","14-Sep-21"
"11","Birbhum","40,678+9","40,288+10","285","105-1","14-Sep-21"
"12","Purulia","19,325+2","19,174+4","113","38-2","14-Sep-21"
"13","Bankura","35,479+18","34,955+24","266","258-6","14-Sep-21"
"14","Jhargram","11,847+4","11,691+12","27","129-8","14-Sep-21"
"15","Paschim Medinipur","52,308+39","51,398+37","501","409+2","14-Sep-21"
"16","Purba Medinipur","62,136+36","61,340+37","385","411-1","14-Sep-21"
"17","Purba Bardhaman","40,930+17","40,479+24","191","260-7","14-Sep-21"
"18","Paschim Bardhaman","56,942+27","56,397+17","352","193+10","14-Sep-21"
"19","Howrah","96,212+50","94,233+43","1,500","479+7","14-Sep-21"
"20","Hooghly","83,652+55","82,169+47","955+1","528+7","14-Sep-21"
"21","North 24 Parganas","3,23,569+142","3,17,612+124","4,675+4","1,282+14","14-Sep-21"
"22","South 24 Parganas","98,413+45","96,521+55","1,295","597-10","14-Sep-21"
"23","Kolkata","3,14,642+130","3,08,334+123","5,031+2","1,277+5","14-Sep-21"
"24","Other State","66","63","3","0","6-Jun-20"
"TOTAL","","15,58,860+743","15,32,197+753","18,613+14","8,050-24",""
