"Total No. of Sample Taken Today","3909"
"Total No. of Positive Cases Detected Today","47"
"Total Active COVID-19 Patients","194"
"Total No. of Active Cases under Home Isolation (31-10-2022)","177"
"Total No. of Samples found Positive till date","1056156"
"Total Positive COVID-19 Patients Recovered / Discharged till date","1045227"
"No. of Deaths","10712"
"Total No. of People Vaccinated Today","733 
(1st Dose: 77 
2nd Dose: 229 
Precaution Dose: 427"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23668794(100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 88% for 15yrs above population)","19817467 (88%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","1933833"
"Cumulative Coverage of Total COVID-19 Vaccination","45420134"
"COVID-19 Today (31-10-2022) Positivity Rate","1.11%"
"Recovery Rate","98.97%"
"Fatality Rate","1.01%"
