"Total No. of Sample Taken Today","12739"
"Total No. of Positive Cases Detected Today","235"
"Total Active COVID-19 Patients","1224"
"Total No. of Active Cases under Home Isolation (21-05-2022)","1206"
"Total No. of Samples found Positive till date","1000711"
"Total Positive COVID-19 Patients Recovered / Discharged till date","988843"
"No. of Deaths","10621"
"Total No. of People Vaccinated Today","29678 
(1st Dose: 6090 
2nd Dose: 11782 
Precaution Dose: 11806"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23498238 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 86% for 15yrs above population)","19153297 (86%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","609506"
"Cumulative Coverage of Total COVID-19 Vaccination","43261041"
"COVID-19 Today (21-05-2022) Positivity Rate","1.71%"
"Recovery Rate","98.81%"
"Fatality Rate","1.06%"
