"S.No","District","","Cumulative Sample  Today's Positive","Cumulative 
Positive","Today's 
Death","Cumulative 
Death","Today's  
Recovered/Discha
rged","Cumulative 
Recovered/
Discharged","Active  case"
"1","AJMER","788657","0","49784","0","447","2","49316","21"
"2","ALWAR","1611856","11","84667","0","320","0","84289","58"
"3","BANSWARA","318683","0","14767","0","106","0","14659","2"
"4","BARAN","237025","2","15299","0","64","0","15217","18"
"5","BARMER","403870","0","21455","0","205","0","21249","1"
"6","BHARATPUR","476282","0","31451","0","272","0","31179","0"
"7","BHILWARA","507470","1","38187","0","162","0","38020","5"
"8","BIKANER","744297","1","49950","0","586","2","49349","15"
"9","BUNDI","234573","0","9715","0","55","0","9660","0"
"10","CHITTORGARH","452335","2","29391","0","140","0","29243","8"
"11","CHURU","434629","2","20853","0","115","0","20722","16"
"12","DAUSA","292449","0","15823","0","81","1","15732","10"
"13","DHOLPUR","285582","0","13958","0","49","1","13895","14"
"14","DUNGARPUR","327785","0","25498","0","134","0","25364","0"
"15","GANGANAGAR","422755","0","28150","0","158","3","27990","2"
"16","HANUMANGARH","488597","0","22518","0","114","0","22404","0"
"17","JAIPUR","3426080","24","276082","0","2113","30","273684","285"
"18","JAISALMER","242525","0","17036","0","68","0","16968","0"
"19","JALORE","445494","0","10548","0","78","0","10468","2"
"20","JHALAWAR","397805","2","17738","0","207","0","17521","10"
"21","JHUNJHUNU","492747","0","19158","0","181","0","18977","0"
"22","JODHPUR","1423063","3","141137","0","1164","0","139952","21"
"23","KARAULI","238794","0","8968","0","84","0","8884","0"
