,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,deltaVaccinated3ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinated3ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaVaccinated3ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
0,0,0,0,2021-12-11,KA,320.0,2.0,317.0,105978,99163,269664,0,1933.0,2462.0,33.0,2135.0,740249.0,911592.0,2297887.0,0.0,Bagalkote,0,0,0,,11104,28141,0,1.0,1.0,0.0,1.0,,46079.0,115379.0,0,1890826,,,0.0 cases were recorded as Deaths due to Non Covid Reasons,35185.0,333.0,34846.0,,1318450,963397,0,0.0,2022-01-22T01:26:17.333802+05:30,65798000,,,29.0 cases were recorded as Deaths due to Non Covid Reasons,3000105.0,38257.0,2954513.0,54456951.0,46490043,33743308,0,29.0,0.0,0.0
1,1,1,1,2021-12-11,KA,320.0,2.0,317.0,105978,99163,269664,0,1933.0,2462.0,33.0,2135.0,740249.0,911592.0,2297887.0,0.0,Ballari,4,0,2,,2496,12077,0,4.0,30.0,0.0,9.0,,33089.0,89113.0,0,2532383,,,0.0 cases were recorded as Deaths due to Non Covid Reasons,97831.0,1686.0,96014.0,,1980859,1272318,0,0.0,2022-01-22T01:26:17.333802+05:30,65798000,,,29.0 cases were recorded as Deaths due to Non Covid Reasons,3000105.0,38257.0,2954513.0,54456951.0,46490043,33743308,0,29.0,0.0,0.0
2,2,2,2,2021-12-11,KA,320.0,2.0,317.0,105978,99163,269664,0,1933.0,2462.0,33.0,2135.0,740249.0,911592.0,2297887.0,0.0,Belagavi,4,0,2,,3983,23075,0,26.0,29.0,0.0,23.0,,48587.0,261239.0,0,4778439,,,0.0 cases were recorded as Deaths due to Non Covid Reasons,80028.0,944.0,79007.0,,3482885,2482189,0,0.0,2022-01-22T01:26:17.333802+05:30,65798000,,,29.0 cases were recorded as Deaths due to Non Covid Reasons,3000105.0,38257.0,2954513.0,54456951.0,46490043,33743308,0,29.0,0.0,0.0
3,3,3,3,2021-12-11,KA,320.0,2.0,317.0,105978,99163,269664,0,1933.0,2462.0,33.0,2135.0,740249.0,911592.0,2297887.0,0.0,Bengaluru Rural,4,0,2,,2198,7876,0,15.0,22.0,1.0,15.0,,14733.0,42530.0,0,987257,,,0.0 cases were recorded as Deaths due to Non Covid Reasons,62126.0,892.0,61189.0,,748704,595687,0,0.0,2022-01-22T01:26:17.333802+05:30,65798000,,,29.0 cases were recorded as Deaths due to Non Covid Reasons,3000105.0,38257.0,2954513.0,54456951.0,46490043,33743308,0,29.0,0.0,0.0
4,4,4,4,2021-12-11,KA,320.0,2.0,317.0,105978,99163,269664,0,1933.0,2462.0,33.0,2135.0,740249.0,911592.0,2297887.0,0.0,Bengaluru Urban,190,2,123,,16247,52693,0,1064.0,1457.0,19.0,987.0,,132015.0,380683.0,0,9588910,,,1.0 cases were recorded as Deaths due to Non Covid Reasons,1258699.0,16362.0,1236789.0,,9578469,7451825,0,1.0,2022-01-22T01:26:17.333802+05:30,65798000,,,29.0 cases were recorded as Deaths due to Non Covid Reasons,3000105.0,38257.0,2954513.0,54456951.0,46490043,33743308,0,29.0,0.0,0.0
5,5,5,5,2021-12-11,KA,320.0,2.0,317.0,105978,99163,269664,0,1933.0,2462.0,33.0,2135.0,740249.0,911592.0,2297887.0,0.0,Bidar,0,0,0,,9034,6809,0,2.0,1.0,0.0,1.0,,71086.0,63030.0,0,1700018,,,4.0 cases were recorded as Deaths due to Non Covid Reasons,24349.0,402.0,23942.0,,1130540,777278,0,4.0,2022-01-22T01:26:17.333802+05:30,65798000,,,29.0 cases were recorded as Deaths due to Non Covid Reasons,3000105.0,38257.0,2954513.0,54456951.0,46490043,33743308,0,29.0,0.0,0.0
6,6,6,6,2021-12-11,KA,320.0,2.0,317.0,105978,99163,269664,0,1933.0,2462.0,33.0,2135.0,740249.0,911592.0,2297887.0,0.0,Chamarajanagara,2,0,14,,2973,2869,0,20.0,13.0,0.0,33.0,,39748.0,25178.0,0,1020962,,,11.0 cases were recorded as Deaths due to Non Covid Reasons,33103.0,503.0,32562.0,,725958,527449,0,11.0,2022-01-22T01:26:17.333802+05:30,65798000,,,29.0 cases were recorded as Deaths due to Non Covid Reasons,3000105.0,38257.0,2954513.0,54456951.0,46490043,33743308,0,29.0,0.0,0.0
7,7,7,7,2021-12-11,KA,320.0,2.0,317.0,105978,99163,269664,0,1933.0,2462.0,33.0,2135.0,740249.0,911592.0,2297887.0,0.0,Chikkaballapura,0,0,0,,691,2270,0,5.0,13.0,0.0,4.0,,19317.0,39865.0,0,1254377,,,1.0 cases were recorded as Deaths due to Non Covid Reasons,43989.0,431.0,43542.0,,931252,660823,0,1.0,2022-01-22T01:26:17.333802+05:30,65798000,,,29.0 cases were recorded as Deaths due to Non Covid Reasons,3000105.0,38257.0,2954513.0,54456951.0,46490043,33743308,0,29.0,0.0,0.0
8,8,8,8,2021-12-11,KA,320.0,2.0,317.0,105978,99163,269664,0,1933.0,2462.0,33.0,2135.0,740249.0,911592.0,2297887.0,0.0,Chikkamagaluru,10,0,2,,770,3044,0,26.0,162.0,0.0,20.0,,15039.0,53366.0,0,1137753,,,0.0 cases were recorded as Deaths due to Non Covid Reasons,51391.0,396.0,50808.0,,774192,549353,0,0.0,2022-01-22T01:26:17.333802+05:30,65798000,,,29.0 cases were recorded as Deaths due to Non Covid Reasons,3000105.0,38257.0,2954513.0,54456951.0,46490043,33743308,0,29.0,0.0,0.0
9,9,9,9,2021-12-11,KA,320.0,2.0,317.0,105978,99163,269664,0,1933.0,2462.0,33.0,2135.0,740249.0,911592.0,2297887.0,0.0,Chitradurga,0,0,3,,1556,1605,0,22.0,3.0,0.0,9.0,,26757.0,35781.0,0,1660378,,,0.0 cases were recorded as Deaths due to Non Covid Reasons,36741.0,209.0,36498.0,,1200538,838922,0,0.0,2022-01-22T01:26:17.333802+05:30,65798000,,,29.0 cases were recorded as Deaths due to Non Covid Reasons,3000105.0,38257.0,2954513.0,54456951.0,46490043,33743308,0,29.0,0.0,0.0
