"S.No","District","","Cumulative Sample  Today's Positive","Cumulative 
Positive","Today's 
Death","Cumulative 
Death","Today's  
Recovered/Discha
rged","Cumulative 
Recovered/
Discharged","Active  case"
"1","AJMER","789653","0","49795","0","447","2","49330","18"
"2","ALWAR","1614517","7","84706","0","320","11","84347","39"
"3","BANSWARA","319485","0","14771","0","106","0","14661","4"
"4","BARAN","238034","0","15304","0","64","0","15233","7"
"5","BARMER","404158","0","21455","0","205","0","21250","0"
"6","BHARATPUR","476297","0","31451","0","272","0","31179","0"
"7","BHILWARA","507881","0","38191","0","162","0","38024","5"
"8","BIKANER","746058","2","49966","0","586","1","49364","16"
"9","BUNDI","235089","0","9715","0","55","0","9660","0"
"10","CHITTORGARH","452666","0","29391","0","140","0","29249","2"
"11","CHURU","435121","4","20862","0","115","2","20740","7"
"12","DAUSA","293414","1","15829","0","81","0","15742","6"
"13","DHOLPUR","286363","0","13963","0","49","1","13913","1"
"14","DUNGARPUR","327845","0","25498","0","134","0","25364","0"
"15","GANGANAGAR","422935","2","28153","0","158","0","27992","3"
"16","HANUMANGARH","488836","0","22518","0","114","0","22404","0"
"17","JAIPUR","3436299","27","276263","0","2113","30","273975","175"
"18","JAISALMER","242578","0","17036","0","68","0","16968","0"
"19","JALORE","445783","1","10549","0","78","0","10470","1"
"20","JHALAWAR","401539","0","17747","0","207","1","17530","10"
"21","JHUNJHUNU","492969","0","19159","0","181","0","18977","1"
"22","JODHPUR","1425063","8","141156","0","1164","5","139978","14"
"23","KARAULI","239972","0","8968","0","84","0","8884","0"
