"Total No. of Sample Taken Today","12857"
"Total No. of Positive Cases Detected Today  
(Omicron Cases Reported Today: 0)","137"
"Total Active COVID-19 Patients","1080"
"Total No. of Active Cases under Home Isolation (07-03-2022)","984"
"Total No. of Samples found Positive till date 
Total Omicron Cases:830 (Active – 0, Discharged - 830)","983155"
"Total Positive COVID-19 Patients Recovered / Discharged till date","971477"
"No. of Deaths","10575"
"Total No. of People Vaccinated today","27014 
(1st Dose: 4285, 
2nd Dose: 21413 
Precaution Dose: 1316)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","22879130 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 86% for 18yrs above population)","18155023 (86%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","244892"
"Cumulative Coverage of Total COVID-19 Vaccination","41279045"
"COVID-19 Today (07-03-2022) Positivity Rate","0.84%"
"Recovery Rate","98.81%"
"Fatality Rate","1.08%"
"Tests Per Million Population","658890"
