"Total No. of Sample Taken Today","6365"
"Total No. of Positive Cases Detected Today","54"
"Total Active COVID-19 Patients","219"
"Total No. of Active Cases under Home Isolation (15-10-2022)","208"
"Total No. of Samples found Positive till date","1055543"
"Total Positive COVID-19 Patients Recovered / Discharged till date","1044592"
"No. of Deaths","10709"
"Total No. of People Vaccinated Today","833 
(1st Dose: 45 
2nd Dose: 117 
Precaution Dose: 671)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23667504 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 88% for 15yrs above population)","19813781 (88%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","1924919"
"Cumulative Coverage of Total COVID-19 Vaccination","45406204"
"COVID-19 Today (15-10-2022) Positivity Rate","0.90%"
"Recovery Rate","98.96%"
"Fatality Rate","1.01%"
