"S.No","District","","Cumulative Sample  Today's Positive","Cumulative 
Positive","Today's 
Death","Cumulative 
Death","Today's  
Recovered/Discha
rged","Cumulative 
Recovered/
Discharged","Active  case"
"1","AJMER","789847","0","49795","0","447","7","49337","11"
"2","ALWAR","1614982","7","84713","0","320","10","84357","36"
"3","BANSWARA","319671","0","14771","0","106","0","14661","4"
"4","BARAN","238190","0","15304","0","64","2","15235","5"
"5","BARMER","404207","0","21455","0","205","0","21250","0"
"6","BHARATPUR","476298","0","31451","0","272","0","31179","0"
"7","BHILWARA","507960","0","38191","0","162","1","38025","4"
"8","BIKANER","746391","8","49974","0","586","0","49364","24"
"9","BUNDI","235183","0","9715","0","55","0","9660","0"
"10","CHITTORGARH","452733","2","29393","0","140","2","29251","2"
"11","CHURU","435208","6","20868","0","115","0","20740","13"
"12","DAUSA","293582","1","15830","0","81","0","15742","7"
"13","DHOLPUR","286511","2","13965","0","49","0","13913","3"
"14","DUNGARPUR","327853","0","25498","0","134","0","25364","0"
"15","GANGANAGAR","422946","0","28153","0","158","0","27992","3"
"16","HANUMANGARH","488852","1","22519","0","114","0","22404","1"
"17","JAIPUR","3437907","36","276299","0","2113","0","273975","211"
"18","JAISALMER","242590","0","17036","0","68","0","16968","0"
"19","JALORE","445835","1","10550","0","78","0","10470","2"
"20","JHALAWAR","402137","2","17749","0","207","1","17531","11"
"21","JHUNJHUNU","493003","0","19159","0","181","0","18977","1"
"22","JODHPUR","1425376","1","141157","0","1164","1","139979","14"
"23","KARAULI","240246","0","8968","0","84","0","8884","0"
