"1","Total Samples taken","19140811"
"2","Sample collected on the day","7858"
"3","Test conducted on the day","6808"
"4","Total No. of patients tested Positive","759255"
"5","No. of patients discharged","741455"
"6","Positive cases on the day","8"
"7","Number of active Cases","57"
"8","Total Deaths reported","17743"
"9","No. of Patients on oxygen support","5"
"10","Patients at critical care Level-3 facilities","2"
"11","Patients who are critical and on ventilator support","0"
"12","Healthcare Workers vaccinated with 1st dose on the day","1"
"13","Total Healthcare Workers vaccinated with 1st dose","218508"
"14","Frontline Workers vaccinated with 1st dose on the day","1"
"15","Total Frontline Workers vaccinated with 1st dose","1116908"
"16","Healthcare Workers vaccinated with 2nd dose on the day","5"
"17","Total Healthcare Workers vaccinated with 2nd dose","209035"
"18","Frontline Workers vaccinated with 2nd dose on the day","16"
"19","Total Frontline Workers vaccinated with 2nd dose","1008183"
"20","Above 45 Vaccinated with 1st dose on the day","122"
"21","Total Above 45 Vaccinated with 1st dose","8272362"
"22","Above 45 Vaccinated with 2nd dose on the day","1643"
"23","Total Above 45 Vaccinated with 2nd dose","6863181"
"24","18-44 years age group Vaccinated with 1st dose on the day","306"
"25","Total 18-44 years age group Vaccinated with 1st dose","12437813"
"26","18-44 years age group Vaccinated with 2nd dose on the day","3577"
"27","Total 18-44 years age group Vaccinated with 2nd dose","9028926"
"28","15-17 years age group Vaccinated with 1st dose on the day","273"
"29","Total 15-17 years age group Vaccinated with 1st dose","994955"
"30","15-17 years age group Vaccinated with 2nd dose on the day","808"
"31","Total 15-17 years age group Vaccinated with 2nddose","529636"
"32","12-14 years age group Vaccinated with 1st dose on the day","825"
"33","Total 12-14 years age group Vaccinated with 1st dose","356885"
"34","12-14 years age group Vaccinated with 2nddose on the day","183"
"35","Total 12-14 years age group Vaccinated with 2nddose","2925"
"36","Precautionary dose given on the day","797"
"37","Total Precautionary dose given","481292"
"38","Total Vaccination 1st dose on the day","430"
"39","Total Vaccination 2nd dose on the day","5241"
"40","Total Vaccination 1st and 2nd dose on the day","5671"
