,Unnamed: 0,Unnamed: 0.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,deltaVaccinated3ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinated3ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaVaccinated3ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
0,0,0,2021-11-04,KA,261.0,4.0,296.0,53488,19707,55436,0,0,1962.0,41.0,2211.0,593008.0,343308.0,731095.0,0.0,Bagalkote,0,0,-1,,27,25,0,0,0.0,0.0,-1.0,,19408.0,5355.0,0,1890826,,,0.0 cases were recorded as Deaths due to Non Covid Reasons,35178.0,333.0,34842.0,,1190755,615983,0,0.0,2022-01-22T01:23:50.691887+05:30,65798000,,,29.0 cases were recorded as Deaths due to Non Covid Reasons,2989275.0,38095.0,2942884.0,51137646.0,42645233,23212344,0,29.0,29.0,0.0
1,1,1,2021-11-04,KA,261.0,4.0,296.0,53488,19707,55436,0,0,1962.0,41.0,2211.0,593008.0,343308.0,731095.0,0.0,Ballari,0,-3,2,,258,644,0,0,7.0,-3.0,18.0,,33113.0,32295.0,0,2532383,,,0.0 cases were recorded as Deaths due to Non Covid Reasons,97767.0,1686.0,95970.0,,1771472,877933,0,0.0,2022-01-22T01:23:50.691887+05:30,65798000,,,29.0 cases were recorded as Deaths due to Non Covid Reasons,2989275.0,38095.0,2942884.0,51137646.0,42645233,23212344,0,29.0,29.0,0.0
2,2,2,2021-11-04,KA,261.0,4.0,296.0,53488,19707,55436,0,0,1962.0,41.0,2211.0,593008.0,343308.0,731095.0,0.0,Belagavi,2,0,6,,1725,3887,0,0,32.0,0.0,35.0,,29170.0,57191.0,0,4778439,,,0.0 cases were recorded as Deaths due to Non Covid Reasons,79916.0,938.0,78903.0,,3177234,1410017,0,0.0,2022-01-22T01:23:50.691887+05:30,65798000,,,29.0 cases were recorded as Deaths due to Non Covid Reasons,2989275.0,38095.0,2942884.0,51137646.0,42645233,23212344,0,29.0,29.0,0.0
3,3,3,2021-11-04,KA,261.0,4.0,296.0,53488,19707,55436,0,0,1962.0,41.0,2211.0,593008.0,343308.0,731095.0,0.0,Bengaluru Rural,1,-1,3,,257,2229,0,0,19.0,-1.0,22.0,,2409.0,15141.0,0,987257,,,0.0 cases were recorded as Deaths due to Non Covid Reasons,62013.0,889.0,61085.0,,702096,394275,0,0.0,2022-01-22T01:23:50.691887+05:30,65798000,,,29.0 cases were recorded as Deaths due to Non Covid Reasons,2989275.0,38095.0,2942884.0,51137646.0,42645233,23212344,0,29.0,29.0,0.0
4,4,4,2021-11-04,KA,261.0,4.0,296.0,53488,19707,55436,0,0,1962.0,41.0,2211.0,593008.0,343308.0,731095.0,0.0,Bengaluru Urban,157,7,170,,1837,11153,0,0,1024.0,26.0,1110.0,,28627.0,152485.0,0,9588910,,,1.0 cases were recorded as Deaths due to Non Covid Reasons,1252414.0,16292.0,1229740.0,,9233157,5977046,0,1.0,2022-01-22T01:23:50.691887+05:30,65798000,,,29.0 cases were recorded as Deaths due to Non Covid Reasons,2989275.0,38095.0,2942884.0,51137646.0,42645233,23212344,0,29.0,29.0,1.0
5,5,5,2021-11-04,KA,261.0,4.0,296.0,53488,19707,55436,0,0,1962.0,41.0,2211.0,593008.0,343308.0,731095.0,0.0,Bidar,1,0,0,,606,1693,0,0,1.0,0.0,3.0,,7715.0,13597.0,0,1700018,,,4.0 cases were recorded as Deaths due to Non Covid Reasons,24341.0,400.0,23936.0,,933545,522867,0,4.0,2022-01-22T01:23:50.691887+05:30,65798000,,,29.0 cases were recorded as Deaths due to Non Covid Reasons,2989275.0,38095.0,2942884.0,51137646.0,42645233,23212344,0,29.0,29.0,4.0
6,6,6,2021-11-04,KA,261.0,4.0,296.0,53488,19707,55436,0,0,1962.0,41.0,2211.0,593008.0,343308.0,731095.0,0.0,Chamarajanagara,1,2,2,,93,1784,0,0,2.0,2.0,16.0,,871.0,13278.0,0,1020962,,,11.0 cases were recorded as Deaths due to Non Covid Reasons,33002.0,502.0,32477.0,,648359,358439,0,11.0,2022-01-22T01:23:50.691887+05:30,65798000,,,29.0 cases were recorded as Deaths due to Non Covid Reasons,2989275.0,38095.0,2942884.0,51137646.0,42645233,23212344,0,29.0,29.0,11.0
7,7,7,2021-11-04,KA,261.0,4.0,296.0,53488,19707,55436,0,0,1962.0,41.0,2211.0,593008.0,343308.0,731095.0,0.0,Chikkaballapura,0,2,4,,33,134,0,0,8.0,5.0,10.0,,1046.0,3789.0,0,1254377,,,1.0 cases were recorded as Deaths due to Non Covid Reasons,43953.0,431.0,43510.0,,853027,499922,0,1.0,2022-01-22T01:23:50.691887+05:30,65798000,,,29.0 cases were recorded as Deaths due to Non Covid Reasons,2989275.0,38095.0,2942884.0,51137646.0,42645233,23212344,0,29.0,29.0,1.0
8,8,8,2021-11-04,KA,261.0,4.0,296.0,53488,19707,55436,0,0,1962.0,41.0,2211.0,593008.0,343308.0,731095.0,0.0,Chikkamagaluru,0,1,3,,184,1095,0,0,18.0,1.0,30.0,,1642.0,6842.0,0,1137753,,,0.0 cases were recorded as Deaths due to Non Covid Reasons,51134.0,396.0,50677.0,,738211,350227,0,0.0,2022-01-22T01:23:50.691887+05:30,65798000,,,29.0 cases were recorded as Deaths due to Non Covid Reasons,2989275.0,38095.0,2942884.0,51137646.0,42645233,23212344,0,29.0,29.0,0.0
9,9,9,2021-11-04,KA,261.0,4.0,296.0,53488,19707,55436,0,0,1962.0,41.0,2211.0,593008.0,343308.0,731095.0,0.0,Chitradurga,2,0,8,,1396,1719,0,0,13.0,0.0,19.0,,25527.0,27750.0,0,1660378,,,0.0 cases were recorded as Deaths due to Non Covid Reasons,36673.0,206.0,36426.0,,1029242,628126,0,0.0,2022-01-22T01:23:50.691887+05:30,65798000,,,29.0 cases were recorded as Deaths due to Non Covid Reasons,2989275.0,38095.0,2942884.0,51137646.0,42645233,23212344,0,29.0,29.0,0.0
