,Unnamed: 0,Unnamed: 0.1,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,deltaVaccinated3ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinated3ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaVaccinated3ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
0,0,0,2021-11-04,UT,6,0,9,5869,34,797,0,0,55.0,1.0,54.0,69075.0,16722.0,195493.0,0.0,Almora,0,0,0,1,0,42,0,0,2.0,0.0,0.0,150115.0,381.0,6426.0,0,621927,,,614 cases were recorded as Migrated / Others,12191,196,11378,234558.0,378369,217842,0,614,2022-01-22T02:22:34.049399+05:30,11141000,,,6150 cases were recorded as Migrated / Others,343924,7401,330227,7816336,7485838,3993657,0,6150,6150.0,614.0
1,1,1,2021-11-04,UT,6,0,9,5869,34,797,0,0,55.0,1.0,54.0,69075.0,16722.0,195493.0,0.0,Bageshwar,0,0,0,269,0,0,0,0,0.0,0.0,0.0,146774.0,216.0,3350.0,0,259840,,,25 cases were recorded as Migrated / Others,5764,60,5678,202400.0,183489,131794,0,25,2022-01-22T02:22:34.049399+05:30,11141000,,,6150 cases were recorded as Migrated / Others,343924,7401,330227,7816336,7485838,3993657,0,6150,6150.0,25.0
2,2,2,2021-11-04,UT,6,0,9,5869,34,797,0,0,55.0,1.0,54.0,69075.0,16722.0,195493.0,0.0,Chamoli,0,0,0,172,0,0,0,0,0.0,0.0,0.0,193193.0,673.0,9191.0,0,391114,,,204 cases were recorded as Migrated / Others,12242,62,11972,283583.0,274023,193405,0,204,2022-01-22T02:22:34.049399+05:30,11141000,,,6150 cases were recorded as Migrated / Others,343924,7401,330227,7816336,7485838,3993657,0,6150,6150.0,204.0
3,3,3,2021-11-04,UT,6,0,9,5869,34,797,0,0,55.0,1.0,54.0,69075.0,16722.0,195493.0,0.0,Champawat,0,0,0,127,0,254,0,0,1.0,0.0,0.0,136940.0,436.0,5560.0,0,259315,,,189 cases were recorded as Migrated / Others,7603,53,7358,232008.0,183518,122529,0,189,2022-01-22T02:22:34.049399+05:30,11141000,,,6150 cases were recorded as Migrated / Others,343924,7401,330227,7816336,7485838,3993657,0,6150,6150.0,189.0
4,4,4,2021-11-04,UT,6,0,9,5869,34,797,0,0,55.0,1.0,54.0,69075.0,16722.0,195493.0,0.0,Dehradun,2,0,4,3095,2,5,0,0,27.0,0.0,29.0,1491409.0,3702.0,34255.0,0,1698560,,,598 cases were recorded as Migrated / Others,112376,3521,108153,1892905.0,1466995,808441,0,598,2022-01-22T02:22:34.049399+05:30,11141000,,,6150 cases were recorded as Migrated / Others,343924,7401,330227,7816336,7485838,3993657,0,6150,6150.0,598.0
5,5,5,2021-11-04,UT,6,0,9,5869,34,797,0,0,55.0,1.0,54.0,69075.0,16722.0,195493.0,0.0,Haridwar,1,0,2,926,2,7,0,0,7.0,0.0,5.0,1702642.0,3999.0,53762.0,0,1927029,,,1376 cases were recorded as Migrated / Others,51502,1019,49099,2072184.0,1458677,667837,0,1376,2022-01-22T02:22:34.049399+05:30,11141000,,,6150 cases were recorded as Migrated / Others,343924,7401,330227,7816336,7485838,3993657,0,6150,6150.0,1376.0
6,6,6,2021-11-04,UT,6,0,9,5869,34,797,0,0,55.0,1.0,54.0,69075.0,16722.0,195493.0,0.0,Nainital,1,0,1,40,0,2,0,0,11.0,0.0,12.0,349329.0,1475.0,12286.0,0,955128,,,134 cases were recorded as Migrated / Others,39236,944,38147,553751.0,723597,404479,0,134,2022-01-22T02:22:34.049399+05:30,11141000,,,6150 cases were recorded as Migrated / Others,343924,7401,330227,7816336,7485838,3993657,0,6150,6150.0,134.0
7,7,7,2021-11-04,UT,6,0,9,5869,34,797,0,0,55.0,1.0,54.0,69075.0,16722.0,195493.0,0.0,Pauri Garhwal,0,0,0,281,4,18,0,0,0.0,0.0,2.0,244287.0,1076.0,7863.0,0,686527,,,701 cases were recorded as Migrated / Others,17686,315,16670,383165.0,431716,232744,0,701,2022-01-22T02:22:34.049399+05:30,11141000,,,6150 cases were recorded as Migrated / Others,343924,7401,330227,7816336,7485838,3993657,0,6150,6150.0,701.0
8,8,8,2021-11-04,UT,6,0,9,5869,34,797,0,0,55.0,1.0,54.0,69075.0,16722.0,195493.0,0.0,Pithoragarh,1,0,2,12,1,12,0,0,4.0,1.0,5.0,143957.0,554.0,6039.0,0,485993,,,108 cases were recorded as Migrated / Others,10263,182,9966,216643.0,318869,186138,0,108,2022-01-22T02:22:34.049399+05:30,11141000,,,6150 cases were recorded as Migrated / Others,343924,7401,330227,7816336,7485838,3993657,0,6150,6150.0,108.0
9,9,9,2021-11-04,UT,6,0,9,5869,34,797,0,0,55.0,1.0,54.0,69075.0,16722.0,195493.0,0.0,Rudraprayag,0,0,0,248,1,1,0,0,0.0,0.0,1.0,140117.0,244.0,3576.0,0,236857,,,159 cases were recorded as Migrated / Others,8800,106,8535,192495.0,171033,115295,0,159,2022-01-22T02:22:34.049399+05:30,11141000,,,6150 cases were recorded as Migrated / Others,343924,7401,330227,7816336,7485838,3993657,0,6150,6150.0,159.0
