"Total No. of Sample Taken Today","13653"
"Total No. of Positive Cases Detected Today","354"
"Total Active COVID-19 Patients","1930"
"Total No. of Active Cases under Home Isolation (12-05-2022)","1894"
"Total No. of Samples found Positive till date","998113"
"Total Positive COVID-19 Patients Recovered / Discharged till date","985539"
"No. of Deaths","10621"
"Total No. of People Vaccinated Today","39000 
(1st Dose: 9995 
2nd Dose: 15968 
Precaution Dose: 13037)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23443245(100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 86% for 15yrs above population)","19051623 (86%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","509731"
"Cumulative Coverage of Total COVID-19 Vaccination","43004599"
"COVID-19 Today (12-05-2022) Positivity Rate","2.71%"
"Recovery Rate","98.74%"
"Fatality Rate","1.06%"
