"1","Total Samples taken","17761351"
"2","Sample collected on the day","39344"
"3","Test conducted on the day","37660"
"4","Total No. of patients tested Positive","738405"
"5","No. of patients discharged","691749"
"6","Positive cases on the day","3325"
"7","Number of active Cases","29466"
"8","Total Deaths reported","45645
17190"
"9","No. of Patients on oxygen support","1107"
"10","Patients at critical care Level-3 facilities","339"
"11","Patients who are critical and on ventilator support","99"
"12","Healthcare Workers vaccinated with 1st dose on the day","7"
"13","Total Healthcare Workers vaccinated with 1st dose","218752"
"14","Frontline Workers vaccinated with 1st dose on the day","20"
"15","Total Frontline Workers vaccinated with 1st dose","1115391"
"16","Healthcare Workers vaccinated with 2nd dose on the day","293"
"17","Total Healthcare Workers vaccinated with 2nd dose","185641"
"18","Frontline Workers vaccinated with 2nd dose on the day","688"
"19","Total Frontline Workers vaccinated with 2nd dose","880671"
"20","Above 45 Vaccinated with 1st dose on the day","31508"
"21","Total Above 45 Vaccinated with 1st dose","7339260"
"22","Above 45 Vaccinated with 2nd dose on the day","65859"
"23","Total Above 45 Vaccinated with 2nd dose","5324790"
"24","18-44 years age group Vaccinated with 1st dose on the day","91560"
"25","Total 18-44 years age group Vaccinated with 1st dose","10514792"
"26","18-44 years age group Vaccinated with 2nd dose on the day","133884"
"27","Total 18-44 years age group Vaccinated with 2nd dose","6610917"
"28","15-17 years age group Vaccinated with 1st dose on the day","41803"
"29","Total 15-17 years age group Vaccinated with 1st dose","444284"
"30","Precautionary dose given on the day","19346"
"31","Total Precautionary dose given","181555"
"32","Total Vaccination 1st dose on the day","164898"
"33","Total Vaccination 2nd dose on the day","200724"
"34","Total Vaccination 1st and 2nd dose on the day","365622"
