"1","Total Samples taken","18712966"
"2","Sample collected on the day","20474"
"3","Test conducted on the day","19990"
"4","Total No. of patients tested Positive","758643"
"5","No. of patients discharged","740646"
"6","Positive cases on the day","43"
"7","Number of active Cases","274"
"8","Total Deaths reported","17723"
"9","No. of Patients on oxygen support","23"
"10","Patients at critical care Level-3 facilities","3"
"11","Patients who are critical and on ventilator support","2"
"12","Healthcare Workers vaccinated with 1st dose on the day","5"
"13","Total Healthcare Workers vaccinated with 1st dose","218415"
"14","Frontline Workers vaccinated with 1st dose on the day","7"
"15","Total Frontline Workers vaccinated with 1st dose","1116688"
"16","Healthcare Workers vaccinated with 2nd dose on the day","75"
"17","Total Healthcare Workers vaccinated with 2nd dose","207379"
"18","Frontline Workers vaccinated with 2nd dose on the day","396"
"19","Total Frontline Workers vaccinated with 2nd dose","998957"
"20","Above 45 Vaccinated with 1st dose on the day","2078"
"21","Total Above 45 Vaccinated with 1st dose","8232309"
"22","Above 45 Vaccinated with 2nd dose on the day","9497"
"23","Total Above 45 Vaccinated with 2nd dose","6644849"
"24","18-44 years age group Vaccinated with 1st dose on the day","6235"
"25","Total 18-44 years age group Vaccinated with 1st dose","12341047"
"26","18-44 years age group Vaccinated with 2nd dose on the day","21780"
"27","Total 18-44 years age group Vaccinated with 2nd dose","8544696"
"28","15-17 years age group Vaccinated with 1st dose on the day","5781"
"29","Total 15-17 years age group Vaccinated with 1st dose","855585"
"30","15-17 years age group Vaccinated with 2nd dose on the day","14581"
"31","Total 15-17 years age group Vaccinated with 2nddose","307549"
"32","Precautionary dose given on the day","1622"
"33","Total Precautionary dose given","412873"
"34","Total Vaccination 1st dose on the day","8325"
"35","Total Vaccination 2nd dose on the day","31748"
"36","Total Vaccination 1st and 2nd dose on the day","40073"
