"1","Total Samples taken","15545086"
"2","Sample collected on 4th November 2021","32900"
"","Test conducted on 4th November 2021","32919"
"3","Sample collected on 5th November 2021","7041"
"","Test conducted on 5th November 2021","13780"
"4","Total No. of patients tested Positive","602496"
"5","No. of patients discharged","585715"
"6","Number of active Cases","219"
"7","Total Deaths reported","16562"
"8","No. of Patients on oxygen support","13"
"9","Patients at critical care Level-3 facilities","2"
"10","Patients who are critical and on ventilator support","0"
"11","Healthcare Workers vaccinated with 1st dose on the day","0"
"12","Total Healthcare Workers vaccinated with 1st dose","216614"
"13","Frontline Workers vaccinated with 1st dose on the day","0"
"14","Total Frontline Workers vaccinated with 1st dose","1152518"
"15","Healthcare Workers vaccinated with 2nd dose on the day","8"
"16","Total Healthcare Workers vaccinated with 2nd dose","137176"
"17","Frontline Workers vaccinated with 2nd dose on the day","46"
"18","Total Frontline Workers vaccinated with 2nd dose","331208"
"19","COVID-19 Vaccinated with 1st dose on the day 
(Healthcare + Frontline Workers)","0"
"20","COVID-19 Vaccinated with 2nd dose on the day 
(Healthcare + Frontline Workers)","54"
"21","Total COVID-19 Vaccinated with 1st dose 
(Healthcare + Frontline Workers)","1369132"
"22","Total COVID-19 Vaccinated with 2nd dose 
(Healthcare + Frontline Workers)","468384"
"23","Above 45 Vaccinated with 1st dose on the day","122"
"24","Total Above 45 Vaccinated with 1st dose","6157180"
"25","Above 45 Vaccinated with 2nd dose on the day","509"
"26","Total Above 45 Vaccinated with 2nd dose","2983743"
"27","18-44 years age group Vaccinated with 1st dose on the day","431"
"28","Total 18-44 years age group Vaccinated with 1st dose","8340622"
"29","18-44 years age group Vaccinated with 2nd dose on the day","1430"
"30","Total 18-44 years age group Vaccinated with 2nd dose","2930547"
"31","Total Vaccination 1st dose on the day","553"
"32","Total Vaccination 2nd  dose on the day","2047"
"33","Total Vaccination 1st  and 2nd dose on the day","2600"
