"1","Total Samples taken","18588656"
"2","Sample collected on the day","20994"
"3","Test conducted on the day","20635"
"4","Total No. of patients tested Positive","758352"
"5","No. of patients discharged","740208"
"6","Positive cases on the day","97"
"7","Number of active Cases","425"
"8","Total Deaths reported","17719"
"9","No. of Patients on oxygen support","42"
"10","Patients at critical care Level-3 facilities","11"
"11","Patients who are critical and on ventilator support","5"
"12","Healthcare Workers vaccinated with 1st dose on the day","2"
"13","Total Healthcare Workers vaccinated with 1st dose","218393"
"14","Frontline Workers vaccinated with 1st dose on the day","11"
"15","Total Frontline Workers vaccinated with 1st dose","1116632"
"16","Healthcare Workers vaccinated with 2nd dose on the day","161"
"17","Total Healthcare Workers vaccinated with 2nd dose","206360"
"18","Frontline Workers vaccinated with 2nd dose on the day","662"
"19","Total Frontline Workers vaccinated with 2nd dose","994957"
"20","Above 45 Vaccinated with 1st dose on the day","5974"
"21","Total Above 45 Vaccinated with 1st dose","8210318"
"22","Above 45 Vaccinated with 2nd dose on the day","11896"
"23","Total Above 45 Vaccinated with 2nd dose","6576898"
"24","18-44 years age group Vaccinated with 1st dose on the day","13407"
"25","Total 18-44 years age group Vaccinated with 1st dose","12281989"
"26","18-44 years age group Vaccinated with 2nd dose on the day","29210"
"27","Total 18-44 years age group Vaccinated with 2nd dose","8385509"
"28","15-17 years age group Vaccinated with 1st dose on the day","8894"
"29","Total 15-17 years age group Vaccinated with 1st dose","806454"
"30","15-17 years age group Vaccinated with 2nd dose on the day","23070"
"31","Total 15-17 years age group Vaccinated with 2nddose","200948"
"32","Precautionary dose given on the day","1832"
"33","Total Precautionary dose given","401388"
"34","Total Vaccination 1st dose on the day","19394"
"35","Total Vaccination 2nd dose on the day","41929"
"36","Total Vaccination 1st and 2nd dose on the day","61323"
