"Total No. of Sample Taken Today","14804"
"Total No. of Positive Cases Detected Today","473"
"Total Active COVID-19 Patients","2627"
"Total No. of Active Cases under Home Isolation (07-05-2022)","2590"
"Total No. of Samples found Positive till date","996091"
"Total Positive COVID-19 Patients Recovered / Discharged till date","982821"
"No. of Deaths","10620"
"Total No. of People Vaccinated Today","33821 
(1st Dose: 7460 
2nd Dose: 13089 
Precaution Dose: 13272)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23411040 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 85% for 15yrs above population)","18992534 (85%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","458098"
"Cumulative Coverage of Total COVID-19 Vaccination","42861672"
"COVID-19 Today (07-05-2022) Positivity Rate","3.21%"
"Recovery Rate","98.67%"
"Fatality Rate","1.07%"
