"Total No. of Sample Taken Today","16182"
"Total No. of Positive Cases Detected Today","922"
"Total Active COVID-19 Patients","4515"
"Total No. of Active Cases under Home Isolation (09-08-2022)","4326"
"Total No. of Samples found Positive till date","1037717"
"Total Positive COVID-19 Patients Recovered / Discharged till date","1022528"
"No. of Deaths","10651"
"Total No. of People Vaccinated Today","18102 
(1st Dose: 1075 
2nd Dose: 4648 
Precaution Dose: 12379)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23631769 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 88% for 15yrs above population)","19696720 (88%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","1566858"
"Cumulative Coverage of Total COVID-19 Vaccination","44895347"
"COVID-19 Today (09-08-2022) Positivity Rate","7.30%"
"Recovery Rate","98.54%"
"Fatality Rate","1.03%"
