"Total No. of Sample Taken Today","18900"
"Total No. of Positive Cases Detected Today  
(Omicron Cases Reported Today: 70)","751"
"Total Active COVID-19 Patients","5824"
"Total No. of Active Cases under Home Isolation (14-02-2022)","5153"
"Total No. of Samples found Positive till date 
Total Omicron Cases:822 (Active – 0, Discharged - 822)","974273"
"Total Positive COVID-19 Patients Recovered / Discharged till date","957934"
"No. of Deaths","10492"
"Total No. of People Vaccinated today","90896 
(1st Dose: 15074, 
2nd Dose: 71825 
Precaution Dose: 3997)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","22742444 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 84% for 18yrs above population)","17492926 (84%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","207369"
"Cumulative Coverage of Total COVID-19 Vaccination","40442739"
"COVID-19 Today (14-02-2022) Positivity Rate","3.00%"
"Recovery Rate","98.32%"
"Fatality Rate","1.08%"
"Tests Per Million Population","641208"
