,Date,State/UTCode,District,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,last_updated,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeOtherNumberForDistrict,cumulativeOtherNumberForState
0,2022-08-22,UT,Almora,,,1046 cases were recorded as Migrated / Others,17071,200,15792,324729.0,2022-08-26T13:32:40.330169+05:30,,,9906 cases were recorded as Migrated / Others,447346,7735,428496,10096925.0,1046,9906
1,2022-08-22,UT,Bageshwar,,,127 cases were recorded as Migrated / Others,7925,61,7731,260493.0,2022-08-26T13:32:40.330169+05:30,,,9906 cases were recorded as Migrated / Others,447346,7735,428496,10096925.0,127,9906
2,2022-08-22,UT,Chamoli,,,331 cases were recorded as Migrated / Others,15585,65,15171,359285.0,2022-08-26T13:32:40.330169+05:30,,,9906 cases were recorded as Migrated / Others,447346,7735,428496,10096925.0,331,9906
3,2022-08-22,UT,Champawat,,,214 cases were recorded as Migrated / Others,9660,55,9385,339997.0,2022-08-26T13:32:40.330169+05:30,,,9906 cases were recorded as Migrated / Others,447346,7735,428496,10096925.0,214,9906
4,2022-08-22,UT,Dehradun,,,1042 cases were recorded as Migrated / Others,151111,3730,145800,2478138.0,2022-08-26T13:32:40.330169+05:30,,,9906 cases were recorded as Migrated / Others,447346,7735,428496,10096925.0,1042,9906
5,2022-08-22,UT,Haridwar,,,1640 cases were recorded as Migrated / Others,65569,1053,62796,2599488.0,2022-08-26T13:32:40.330169+05:30,,,9906 cases were recorded as Migrated / Others,447346,7735,428496,10096925.0,1640,9906
6,2022-08-22,UT,Nainital,,,197 cases were recorded as Migrated / Others,52273,978,50743,729469.0,2022-08-26T13:32:40.330169+05:30,,,9906 cases were recorded as Migrated / Others,447346,7735,428496,10096925.0,197,9906
7,2022-08-22,UT,Pauri Garhwal,,,1733 cases were recorded as Migrated / Others,23305,335,21204,539224.0,2022-08-26T13:32:40.330169+05:30,,,9906 cases were recorded as Migrated / Others,447346,7735,428496,10096925.0,1733,9906
8,2022-08-22,UT,Pithoragarh,,,260 cases were recorded as Migrated / Others,12984,186,12494,289130.0,2022-08-26T13:32:40.330169+05:30,,,9906 cases were recorded as Migrated / Others,447346,7735,428496,10096925.0,260,9906
9,2022-08-22,UT,Rudraprayag,,,297 cases were recorded as Migrated / Others,11775,108,11357,242890.0,2022-08-26T13:32:40.330169+05:30,,,9906 cases were recorded as Migrated / Others,447346,7735,428496,10096925.0,297,9906
10,2022-08-22,UT,Tehri Garhwal,,,1346 cases were recorded as Migrated / Others,18438,117,16960,369877.0,2022-08-26T13:32:40.330169+05:30,,,9906 cases were recorded as Migrated / Others,447346,7735,428496,10096925.0,1346,9906
11,2022-08-22,UT,Udham Singh Nagar,,,1142 cases were recorded as Migrated / Others,47206,767,45243,1160019.0,2022-08-26T13:32:40.330169+05:30,,,9906 cases were recorded as Migrated / Others,447346,7735,428496,10096925.0,1142,9906
12,2022-08-22,UT,Uttarkashi,,,531 cases were recorded as Migrated / Others,14444,80,13820,404186.0,2022-08-26T13:32:40.330169+05:30,,,9906 cases were recorded as Migrated / Others,447346,7735,428496,10096925.0,531,9906
