"1","2","3","4","5","6 = 3-4-5","7"
"S. No","District","Total Cases","Total Discharged","Total Deaths","Total Active 
Cases","Last Reported 
Case"
"1","Alipurduar","15,742+2","15,598+3","102","42-1","8-Dec-21"
"2","Coochbehar","29,742+14","29,502+10","99+1","141+3","8-Dec-21"
"3","Darjeeling","58,095+17","57,298+19","549","248-2","8-Dec-21"
"4","Kalimpong","7,144+1","7,065+2","54","25-1","8-Dec-21"
"5","Jalpaiguri","42,527+12","41,774+12","590","163","8-Dec-21"
"6","Uttar Dinajpur","20,099+6","19,804+4","241","54+2","8-Dec-21"
"7","Dakshin Dinajpur","18,621+20","18,264+13","176","181+7","8-Dec-21"
"8","Malda","33,786+1","33,494+8","188","104-7","8-Dec-21"
"9","Murshidabad","34,191+4","33,802+5","330","59-1","8-Dec-21"
"10","Nadia","74,469+20","73,294+22","887","288-2","8-Dec-21"
"11","Birbhum","41,776+25","41,299+13","290+1","187+11","8-Dec-21"
"12","Purulia","19,490+1","19,356+2","114","20-1","8-Dec-21"
"13","Bankura","36,870+5","36,481+9","276","113-4","8-Dec-21"
"14","Jhargram","12,310+5","12,246+3","27","37+2","8-Dec-21"
"15","Paschim Medinipur","54,185+8","53,518+12","510","157-4","8-Dec-21"
"16","Purba Medinipur","63,471+6","62,960+9","401","110-3","8-Dec-21"
"17","Purba Bardhaman","42,646+12","42,298+11","206","142+1","8-Dec-21"
"18","Paschim Bardhaman","58,604+25","57,995+18","360","249+7","8-Dec-21"
"19","Howrah","1,00,901+42","98,823+40","1,539","539+2","8-Dec-21"
"20","Hooghly","88,551+42","86,941+45","1,020","590-3","8-Dec-21"
"21","North 24 Parganas","3,34,373+95","3,28,039+104","4,961+3","1,373-12","8-Dec-21"
"22","South 24 Parganas","1,03,298+39","1,01,312+46","1,386+1","600-8","8-Dec-21"
"23","Kolkata","3,30,413+165","3,23,004+161","5,266+1","2,143+3","8-Dec-21"
"24","Other State","66","63","3","0","6-Jun-20"
"TOTAL","","16,21,370+567","15,94,230+571","19,575+7","7,565-11",""
