"Total No. of Sample Taken Today","17982"
"Total No. of Positive Cases Detected Today","114"
"Total Active COVID-19 Patients","677"
"Total No. of Active Cases under Home Isolation (15-03-2022)","615"
"Total No. of Samples found Positive till date","984236"
"Total Positive COVID-19 Patients Recovered / Discharged till date","972945"
"No. of Deaths","10591"
"Total No. of People Vaccinated today","22602 
(1st Dose: 2754, 
2nd Dose: 18547 
Precaution Dose: 1301)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","22902105 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 86% for 18yrs above population)","18280693 (86%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","253189"
"Cumulative Coverage of Total COVID-19 Vaccination","41435987"
"COVID-19 Today (15-03-2022) Positivity Rate","0.80%"
"Recovery Rate","98.85%"
"Fatality Rate","1.08%"
"Tests Per Million Population","664592"
