"Total No. of Sample Taken Today","14670"
"Total No. of Positive Cases Detected Today","318"
"Total Active COVID-19 Patients","1599"
"Total No. of Active Cases under Home Isolation (12-07-2022)","1527"
"Total No. of Samples found Positive till date","1020319"
"Total Positive COVID-19 Patients Recovered / Discharged till date","1008067"
"No. of Deaths","10630"
"Total No. of People Vaccinated Today","31052 
(1st Dose: 2939 
2nd Dose: 9223 
Precaution Dose: 18890)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23589121 (100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 87% for 15yrs above population)","19533907 (87%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","1153683"
"Cumulative Coverage of Total COVID-19 Vaccination","44276711"
"COVID-19 Today (12-07-2022) Positivity Rate","2.67%"
"Recovery Rate","98.80%"
"Fatality Rate","1.04%"
