"Districts","No. of Positive 
Cases Since 
01.01.2022","No. of Positive Cases 
Treated/ Cured Since 
01.01.2022","Active Cases in the 
District","Deaths Since 
01.01.2022","Migrated Positive 
Cases Since 
01.01.2022"
"Almora","4751","4260","71","4","416"
"Bageshwar","2135","2012","23","0","100"
"Chamoli","3293","3153","25","3","112"
"Champawat","1967","1912","32","1","22"
"Dehradun","37168","35632","930","191","415"
"Haridwar","13759","13306","188","27","238"
"Nainital","12356","11945","326","30","55"
"Pauri Garhwal","5435","4383","59","19","974"
"Pithoragarh","2618","2454","16","4","144"
"Rudraprayag","2875","2656","82","2","135"
"Tehri Garhwal","2566","2079","38","7","442"
"U.S. Nagar","9108","8714","79","6","309"
"Uttarkashi","1844","1631","26","6","181"
"Total","99875","94137","1895","300","3543"
