"S.No","District","","Cumulative Sample  Today's Positive","Cumulative 
Positive","Today's 
Death","Cumulative 
Death","Today's  
Recovered/Discha
rged","Cumulative 
Recovered/
Discharged","Active  case"
"1","AJMER","798238","15","50115","0","447","0","49575","93"
"2","ALWAR","1631366","13","84984","0","321","8","84616","47"
"3","BANSWARA","322981","0","14785","0","106","0","14677","2"
"4","BARAN","242896","1","15318","0","64","1","15250","4"
"5","BARMER","406630","1","21485","0","205","0","21272","8"
"6","BHARATPUR","476435","1","31455","0","273","1","31181","1"
"7","BHILWARA","510642","12","38330","0","162","0","38118","50"
"8","BIKANER","763754","28","50574","0","590","43","49811","173"
"9","BUNDI","236980","0","9715","0","55","0","9660","0"
"10","CHITTORGARH","455168","4","29453","0","140","0","29296","17"
"11","CHURU","438136","3","20956","0","115","0","20836","5"
"12","DAUSA","298611","0","15903","0","82","7","15814","7"
"13","DHOLPUR","290198","0","13966","0","49","0","13917","0"
"14","DUNGARPUR","328257","4","25520","0","134","0","25370","16"
"15","GANGANAGAR","423516","0","28189","0","158","0","28023","8"
"16","HANUMANGARH","489581","0","22539","0","115","0","22417","7"
"17","JAIPUR","3487960","43","278023","0","2114","45","275503","406"
"18","JAISALMER","243132","0","17036","0","68","0","16968","0"
"19","JALORE","449625","9","10590","0","78","0","10496","16"
"20","JHALAWAR","417696","1","17777","0","207","0","17560","10"
"21","JHUNJHUNU","494512","0","19161","0","181","0","18980","0"
"22","JODHPUR","1438022","51","141853","0","1164","23","140418","271"
"23","KARAULI","243742","0","8969","0","85","0","8884","0"
