"1","Total Samples taken","18514752"
"2","Sample collected on the day","21677"
"3","Test conducted on the day","21306"
"4","Total No. of patients tested Positive","758047"
"5","No. of patients discharged","739616"
"6","Positive cases on the day","71"
"7","Number of active Cases","729"
"8","Total Deaths reported","17702"
"9","No. of Patients on oxygen support","60"
"10","Patients at critical care Level-3 facilities","13"
"11","Patients who are critical and on ventilator support","7"
"12","Healthcare Workers vaccinated with 1st dose on the day","3"
"13","Total Healthcare Workers vaccinated with 1st dose","218378"
"14","Frontline Workers vaccinated with 1st dose on the day","1"
"15","Total Frontline Workers vaccinated with 1st dose","1116603"
"16","Healthcare Workers vaccinated with 2nd dose on the day","50"
"17","Total Healthcare Workers vaccinated with 2nd dose","205894"
"18","Frontline Workers vaccinated with 2nd dose on the day","169"
"19","Total Frontline Workers vaccinated with 2nd dose","992620"
"20","Above 45 Vaccinated with 1st dose on the day","3187"
"21","Total Above 45 Vaccinated with 1st dose","8181488"
"22","Above 45 Vaccinated with 2nd dose on the day","2805"
"23","Total Above 45 Vaccinated with 2nd dose","6536688"
"24","18-44 years age group Vaccinated with 1st dose on the day","5677"
"25","Total 18-44 years age group Vaccinated with 1st dose","12223874"
"26","18-44 years age group Vaccinated with 2nd dose on the day","5784"
"27","Total 18-44 years age group Vaccinated with 2nd dose","8290974"
"28","15-17 years age group Vaccinated with 1st dose on the day","734"
"29","Total 15-17 years age group Vaccinated with 1st dose","780740"
"30","15-17 years age group Vaccinated with 2nd dose on the day","1166"
"31","Total 15-17 years age group Vaccinated with 2nddose","134916"
"32","Precautionary dose given on the day","697"
"33","Total Precautionary dose given","394004"
"34","Total Vaccination 1st dose on the day","8868"
"35","Total Vaccination 2nd dose on the day","8808"
"36","Total Vaccination 1st and 2nd dose on the day","17676"
