"Total No. of Sample Taken Today","11639"
"Total No. of Positive Cases Detected Today","479"
"Total Active COVID-19 Patients","2473"
"Total No. of Active Cases under Home Isolation (01-05-2022)","2432"
"Total No. of Samples found Positive till date","992987"
"Total Positive COVID-19 Patients Recovered / Discharged till date","979872"
"No. of Deaths","10619"
"Total No. of People Vaccinated Today","8205 
(1st Dose: 2027 
2nd Dose: 3249 
Precaution Dose: 2929)"
"Cumulative Coverage of COVID-19 Vaccination - 1st Dose  
(Achieved 100% for 18yrs above population)","23369273(100%)"
"Cumulative Coverage of COVID-19 Vaccination - 2nd Dose 
(Achieved 85% for 15yrs above population)","18915744 (85%)"
"Cumulative Coverage of COVID-19 Vaccination - Precaution Dose","408037"
"Cumulative Coverage of Total COVID-19 Vaccination","42693054"
"COVID-19 Today (01-05-2022) Positivity Rate","3.83%"
"Recovery Rate","98.68%"
"Fatality Rate","1.07%"
