,Date,State/UTCode,deltaConfirmedForState,deltaDeceasedForState,deltaRecoveredForState,deltaTestedForState,deltaVaccinated1ForState,deltaVaccinated2ForState,deltaVaccinated3ForState,delta21_14confirmedForState,7DmaConfirmedForState,7DmaDeceasedForState,7DmaRecoveredForState,7DmaTestedForState,7DmaVaccinated1ForState,7DmaVaccinated2ForState,7DmaVaccinated3ForState,District,deltaConfirmedForDistrict,deltaDeceasedForDistrict,deltaRecoveredForDistrict,deltaTestedForDistrict,deltaVaccinated1ForDistrict,deltaVaccinated2ForDistrict,deltaVaccinated3ForDistrict,delta21_14confirmedForDistrict,7DmaConfirmedForDistrict,7DmaDeceasedForDistrict,7DmaRecoveredForDistrict,7DmaTestedForDistrict,7DmaVaccinated1ForDistrict,7DmaVaccinated2ForDistrict,7DmaVaccinated3ForDistrict,districtPopulation,tested_last_updated_district,tested_source_district,notesForDistrict,cumulativeConfirmedNumberForDistrict,cumulativeDeceasedNumberForDistrict,cumulativeRecoveredNumberForDistrict,cumulativeTestedNumberForDistrict,cumulativeVaccinated1NumberForDistrict,cumulativeVaccinated2NumberForDistrict,cumulativeVaccinated3NumberForDistrict,cumulativeOtherNumberForDistrict,last_updated,statePopulation,tested_last_updated_state,tested_source_state,notesForState,cumulativeConfirmedNumberForState,cumulativeDeceasedNumberForState,cumulativeRecoveredNumberForState,cumulativeTestedNumberForState,cumulativeVaccinated1NumberForState,cumulativeVaccinated2NumberForState,cumulativeVaccinated3NumberForState,cumulativeOtherNumberForState,7DmaOtherForState,7DmaOtherForDistrict
0,2022-01-20,AR,449,0,127,1638,1578,1120,759,97,2133.0,0.0,649.0,9145.0,15673.0,8859.0,10744.0,Anjaw,3,0,0,9,24,9,25,0,10.0,0.0,1.0,32.0,97.0,80.0,92.0,21089,2022-01-20 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,1078,3,1066,21072,12696,9886,92,0,2022-01-20 21:55:43,1504000,2022-01-20 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,58271,282,55729,1210877,865690,671891,10744,0,0.0,0.0
1,2022-01-20,AR,449,0,127,1638,1578,1120,759,97,2133.0,0.0,649.0,9145.0,15673.0,8859.0,10744.0,Changlang,29,0,12,85,229,243,81,1,187.0,0.0,33.0,822.0,1958.0,1651.0,499.0,147951,2022-01-20 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,4046,22,3821,80741,102773,77487,499,0,2022-01-20 21:55:43,1504000,2022-01-20 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,58271,282,55729,1210877,865690,671891,10744,0,0.0,0.0
2,2022-01-20,AR,449,0,127,1638,1578,1120,759,97,2133.0,0.0,649.0,9145.0,15673.0,8859.0,10744.0,East Kameng,5,0,0,33,10,16,6,0,24.0,0.0,2.0,345.0,419.0,166.0,128.0,78413,2022-01-20 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,1120,0,1096,53135,24883,19326,128,0,2022-01-20 21:55:43,1504000,2022-01-20 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,58271,282,55729,1210877,865690,671891,10744,0,0.0,0.0
3,2022-01-20,AR,449,0,127,1638,1578,1120,759,97,2133.0,0.0,649.0,9145.0,15673.0,8859.0,10744.0,East Siang,22,0,7,83,118,84,18,7,82.0,0.0,28.0,390.0,1106.0,576.0,487.0,99019,2022-01-20 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,3333,17,3234,62867,61582,48008,487,0,2022-01-20 21:55:43,1504000,2022-01-20 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,58271,282,55729,1210877,865690,671891,10744,0,0.0,0.0
4,2022-01-20,AR,449,0,127,1638,1578,1120,759,97,2133.0,0.0,649.0,9145.0,15673.0,8859.0,10744.0,Kamle,5,0,4,19,10,7,8,0,12.0,0.0,4.0,37.0,124.0,105.0,44.0,22256,2022-01-20 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,525,0,516,6621,7973,5123,44,0,2022-01-20 21:55:43,1504000,2022-01-20 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,58271,282,55729,1210877,865690,671891,10744,0,0.0,0.0
5,2022-01-20,AR,449,0,127,1638,1578,1120,759,97,2133.0,0.0,649.0,9145.0,15673.0,8859.0,10744.0,Kra Daadi,0,0,0,0,2,2,2,0,0.0,0.0,0.0,0.0,45.0,62.0,61.0,0,2022-01-20 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,270,0,270,6071,6643,4300,61,0,2022-01-20 21:55:43,1504000,2022-01-20 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,58271,282,55729,1210877,865690,671891,10744,0,0.0,0.0
6,2022-01-20,AR,449,0,127,1638,1578,1120,759,97,2133.0,0.0,649.0,9145.0,15673.0,8859.0,10744.0,Kurung Kumey,2,0,0,14,6,1,1,0,2.0,0.0,2.0,14.0,82.0,53.0,33.0,89717,2022-01-20 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,515,1,512,9196,10581,7134,33,0,2022-01-20 21:55:43,1504000,2022-01-20 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,58271,282,55729,1210877,865690,671891,10744,0,0.0,0.0
7,2022-01-20,AR,449,0,127,1638,1578,1120,759,97,2133.0,0.0,649.0,9145.0,15673.0,8859.0,10744.0,Lepa Rada,3,0,1,26,27,3,11,0,12.0,0.0,4.0,120.0,199.0,117.0,382.0,0,2022-01-20 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,892,3,877,17012,14448,11507,382,0,2022-01-20 21:55:43,1504000,2022-01-20 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,58271,282,55729,1210877,865690,671891,10744,0,0.0,0.0
8,2022-01-20,AR,449,0,127,1638,1578,1120,759,97,2133.0,0.0,649.0,9145.0,15673.0,8859.0,10744.0,Lohit,28,0,11,139,114,81,23,25,118.0,0.0,62.0,519.0,781.0,384.0,292.0,145538,2022-01-20 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,3075,27,2930,50859,35618,28515,292,0,2022-01-20 21:55:43,1504000,2022-01-20 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,58271,282,55729,1210877,865690,671891,10744,0,0.0,0.0
9,2022-01-20,AR,449,0,127,1638,1578,1120,759,97,2133.0,0.0,649.0,9145.0,15673.0,8859.0,10744.0,Longding,3,0,0,16,157,50,16,0,23.0,0.0,2.0,73.0,1615.0,664.0,267.0,60000,2022-01-20 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,777,2,752,20085,23430,11886,267,0,2022-01-20 21:55:43,1504000,2022-01-20 19:00:00+05:30,https://twitter.com/DirHealth_ArPr,,58271,282,55729,1210877,865690,671891,10744,0,0.0,0.0
